e, e_dot, e_int, stamp, 
3.8649585165247498, 0.0011380200036829418, 0.7729461825048027, 1732835612613057064, 
3.864908153016944, 0.0009701416443297362, 0.7729655853376892, 1732835612710207659, 
3.8648730232915542, -0.000284977443985035, 0.7729826461888831, 1732835612803192836, 
3.8648599070946497, -0.0001608197409804409, 0.7729760722268765, 1732835612904190235, 
3.8648380339868886, -0.00011663101555203781, 0.7729713976248729, 1732835613013383157, 
3.8639260707645797, -0.0031127877668997903, 0.7729082674564078, 1732835613110201654, 
3.8577875353737245, -0.023501662043880305, 0.7724367760083461, 1732835613203169394, 
3.847776967442016, -0.053830344408546026, 0.7712993715720214, 1732835613304311484, 
3.840376417046335, -0.0580370610912991, 0.7697293946574716, 1732835613413458993, 
3.8297789301797525, -0.05999345754087818, 0.7678621543112069, 1732835613510215684, 
3.8236426311443203, -0.055779286340048216, 0.7662531985580272, 1732835613603175271, 
3.8170937597422445, -0.04228390145835981, 0.7647010214044212, 1732835613704195520, 
3.8088148718779644, -0.049425864221186444, 0.7633034175176353, 1732835613813341840, 
3.800692521785405, -0.054670793189465584, 0.7617734102270409, 1732835613910220747, 
3.79306298314892, -0.052506295763481425, 0.7601713584541526, 1732835614003190202, 
3.7874125598553023, -0.04426653976700834, 0.7587445376526418, 1732835614105290556, 
3.783519875299256, -0.03181035949888056, 0.7575996945535652, 1732835614194200396, 
3.7807939999748625, -0.02206186626813267, 0.7567817623419615, 1732835614311246923, 
3.7762478830251682, -0.024239974246958635, 0.7560374505532859, 1732835614403219891, 
3.767537213106947, -0.04418928955971809, 0.7549719397404651, 1732835614501207660, 
3.7593577009167136, -0.056300607028182036, 0.7535428531365885, 1732835614594290799, 
3.748969393773226, -0.06189273111240438, 0.7517242871864591, 1732835614711232658, 
3.7394667722059367, -0.0663030957025897, 0.7498529244597251, 1732835614803223459, 
3.730026626478096, -0.06314255765043224, 0.7478975194971507, 1732835614901207808, 
3.723941415379827, -0.05175118942036594, 0.7462289876042573, 1732835615013123524, 
3.7212628538979646, -0.029212575267105006, 0.7450153930503925, 1732835615111239738, 
3.714825059772403, -0.03038785202474692, 0.744001955270013, 1732835615203170142, 
3.7069479773379364, -0.04771625520009426, 0.7428690594005535, 1732835615301269606, 
3.700515913026465, -0.047697155819793245, 0.7414859300091202, 1732835615413731035, 
3.692914557392849, -0.04677806648362518, 0.7400252298504832, 1732835615512241702, 
3.686955981947664, -0.04519977026267016, 0.7386924301577984, 1732835615603199386, 
3.6824409029547622, -0.03491218146028855, 0.7374874294863517, 1732835615702223235, 
3.6778239867062754, -0.030439984137961378, 0.7364813914405801, 1732835615813894949, 
3.674164189910908, -0.02758904347951378, 0.7356286053047963, 1732835615912246062, 
3.670883695759394, -0.023134303156271407, 0.7348581248251052, 1732835616004187868, 
3.6662437416198324, -0.02640149430358581, 0.734086108486009, 1732835616102224795, 
3.661393695505077, -0.0316333341810567, 0.7332347421922869, 1732835616214302524, 
3.6571509386712777, -0.030309343161848783, 0.7323192250530791, 1732835616312254392, 
3.652030264955244, -0.03121143516611043, 0.7313716599421065, 1732835616405268786, 
3.645544633839252, -0.038687682773419496, 0.7303150558310515, 1732835616502300670, 
3.63991084778054, -0.04039805724901294, 0.7291657164383357, 1732835616595119153, 
3.6368765049087877, -0.028893763101547343, 0.7281554657685719, 1732835616712253778, 
3.6319314496265336, -0.026597993846687967, 0.7272479201543907, 1732835616805241967, 
3.6260555164207267, -0.03606996162687004, 0.7263242313970698, 1732835616903257301, 
3.6200097263777504, -0.03973907749594385, 0.7251997794950007, 1732835617016607999, 
3.61568789060306, -0.03455875272555531, 0.7241168755601025, 1732835617113270073, 
3.6094283296020033, -0.03527132258582366, 0.7230083964388542, 1732835617204277145, 
3.6036989748699044, -0.03996305244385212, 0.7219210130049978, 1732835617303241884, 
3.598703880952257, -0.035748162165821405, 0.7207887456949443, 1732835617393980538, 
3.5918950033978625, -0.0393465715734731, 0.7196198572813349, 1732835617513267932, 
3.58567189037651, -0.04343996858582333, 0.718418051648442, 1732835617604234375, 
3.5798492849023607, -0.04015239498500615, 0.7171610785784489, 1732835617704246689, 
3.5723886099455253, -0.0442776014366153, 0.7158606523482931, 1732835617793944153, 
3.5643846464338695, -0.051548794894970364, 0.7144415027521169, 1732835617914273656, 
3.5573105441342476, -0.05026021937092562, 0.7129389200342428, 1732835618004248015, 
3.5502149505643095, -0.04723231956520024, 0.711460676075495, 1732835618104248612, 
3.5431050157794397, -0.047351761182693096, 0.7100420340318664, 1732835618213968580, 
3.53632351667854, -0.04630477961923211, 0.7086428988681526, 1732835618314272580, 
3.530088090755442, -0.04338975007999254, 0.7073011082142281, 1732835618404245774, 
3.5235314809247247, -0.04264011917938385, 0.7059962058905804, 1732835618504254315, 
3.5167694765785287, -0.044395380589710896, 0.7046926032172464, 1732835618593978686, 
3.5094010214540203, -0.0471015315690145, 0.7033134652638182, 1732835618714278185, 
3.5020414214048428, -0.04909351724561972, 0.7018807946291595, 1732835618804282931, 
3.495307016233153, -0.04698001740289115, 0.7004499639394678, 1732835618904341702, 
3.4888535016985616, -0.04395973235427064, 0.6990801292891038, 1732835619013996077, 
3.481341105505157, -0.04655303575998637, 0.6977001082291248, 1732835619114281089, 
3.4737702707906952, -0.05027743635955447, 0.6962643251996277, 1732835619205286993, 
3.4673606624956888, -0.04660147669822775, 0.6948314692527693, 1732835619303331412, 
3.4609256786650135, -0.04281530708560558, 0.6934704407967599, 1732835619413815122, 
3.454624715835089, -0.04245315553533283, 0.692194070466386, 1732835619514290326, 
3.447881614372203, -0.043480214309368215, 0.6908954672581537, 1732835619605264511, 
3.4415201415808347, -0.04368191418084718, 0.6896017647858751, 1732835619704269973, 
3.4350557630731395, -0.04275283766354517, 0.6882971679350784, 1732835619814179505, 
3.427973492166037, -0.045155498049325914, 0.6869699597880008, 1732835619914291298, 
3.4207612900531, -0.04764824340013204, 0.6855860363528185, 1732835620005487959, 
3.4143262410107464, -0.04549083718430177, 0.6842040682153256, 1732835620104455751, 
3.4080657186182557, -0.04231857144948078, 0.6828768833121401, 1732835620214133393, 
3.4011825757316028, -0.0438122175971456, 0.681571635690707, 1732835620314292358, 
3.394240799375446, -0.046083064142698284, 0.6802326062483536, 1732835620404296102, 
3.3871331041029915, -0.046831572095370845, 0.6788370986140027, 1732835620504362709, 
3.3803775817894257, -0.04621072528673498, 0.6774500990178576, 1732835620614153656, 
3.373499850354517, -0.04544417916158228, 0.6760673690831289, 1732835620714303918, 
3.3667630695387314, -0.045381707502314406, 0.674709366778845, 1732835620804277251, 
3.3603952952849876, -0.04368185023176411, 0.6733772143452157, 1732835620904522045, 
3.3540952172297995, -0.042226174363106196, 0.6720835721369012, 1732835620993888085, 
3.3475152985153653, -0.04293332256540753, 0.6708003874020102, 1732835621114318971, 
3.340385278945994, -0.045699794279352446, 0.6694663863127438, 1732835621204309136, 
3.3325749426633235, -0.04980118617347262, 0.6680317013416456, 1732835621304375628, 
3.3249621620008845, -0.05141038981703113, 0.6665281589073468, 1732835621394599204, 
3.3178611717066677, -0.04904590318885275, 0.6650265517580584, 1732835621514366448, 
3.31143779318619, -0.04508122938231551, 0.6636174084595828, 1732835621604292397, 
3.3047936392337993, -0.04355844157622801, 0.6622728402751105, 1732835621704369404, 
3.2980197030869576, -0.044726966997440755, 0.660950075700463, 1732835621814004827, 
3.2912823979006904, -0.04503747111036294, 0.6596063826814298, 1732835621914293410, 
3.284710992605161, -0.044362368272654606, 0.658267539572854, 1732835622004289933, 
3.2777190462428645, -0.0452111721927532, 0.6569141624499144, 1732835622103723612, 
3.2703531608263163, -0.04785943926281622, 0.6555188799782895, 1732835622214330613, 
3.2628498998347917, -0.049563821360242656, 0.6540614737935982, 1732835622314298003, 
3.255497930161834, -0.04951743554827489, 0.6525800660548629, 1732835622403915017, 
3.248543168015532, -0.047689106064199294, 0.6511260665341438, 1732835622504618869, 
3.241346722792273, -0.047170691231868865, 0.649692521397976, 1732835622595100500, 
3.2347036611168964, -0.04613168966211815, 0.6483062367949801, 1732835622714439753, 
3.2277339050083267, -0.045376059279821725, 0.6469189525944998, 1732835622803715288, 
