odom_x, odom_y, odom_th, imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.045974025009241026, 0.03356079031820039, -0.13556913022158867, -0.041234187604985956, 0.022805502907163076, -0.04373835921304556, 4.5300044789632756e-08, -0.0018353489951965325, -2.4681978690805857e-05, -0.016483988062347365, 0.029538040835404216, 134946000000, 
-0.04597405168873234, 0.03356078968279911, -0.1355688090597129, -0.03603728370412822, 0.0007628994812467348, -0.03806676278066558, 1.0237639391249898e-08, -0.001614325615291996, -6.34174375619886e-06, -0.01650561277386456, 0.029540989951805523, 135048000000, 
-0.045974018125982695, 0.033560775220049924, -0.13556858155623008, -0.042232724323353184, -0.015025897774430617, -0.041085328541190444, -2.4536380075575348e-08, -0.0014709684957563609, 1.6680425275157866e-05, -0.016519610472006493, 0.029542898997259315, 135150000000, 
-0.04597404461915014, 0.033560778540691075, -0.135568321638431, -0.04976420951949671, -0.013351205845874393, -0.047406194588045535, -3.2654535448942766e-08, -0.001536657872118141, 2.125036160712306e-05, -0.016512823258819687, 0.02954197335042832, 135252000000, 
-0.04597404005425724, 0.033560781583329834, -0.13556805551848516, -0.0675553119564876, 0.009809177950507637, -0.06211812546956334, 6.5164226897496334e-09, -0.0017941523697728922, -3.632034156928654e-06, -0.016487178586141724, 0.029538475905705394, 135354000000, 
-0.04597398528765421, 0.03356077384408341, -0.13556782825492003, -0.07013316454175564, 0.01262402251668055, -0.06793945153450252, 3.6248385258731516e-08, -0.002180618930747588, -1.6622980176689733e-05, -0.016448542504559856, 0.029533206714373636, 135456000000, 
-0.04597401539731163, 0.03356077010375559, -0.1355675646850513, -0.05037979740283592, 0.010882568248199722, -0.05503621148612515, 4.66018681614878e-08, -0.002305736443373955, -2.021127275643693e-05, -0.016436341869832907, 0.029531542837699373, 135558000000, 
-0.04597404586855046, 0.033560769171737816, -0.1355673857509605, -0.07623681228392425, -0.0294609206144765, -0.07050928806114942, -1.0401390080168009e-07, -0.0022046688415095564, 4.717892267686826e-05, -0.016445838540787662, 0.02953283791725844, 135626000000, 
-0.04597401797368499, 0.03356077153076572, -0.13556713724813663, -0.07388730772128771, 0.02242439959034146, -0.072929385889704, 5.38317282474048e-08, -0.002492822217779418, -2.159469209776122e-05, -0.01641698257734008, 0.029528902738698487, 135728000000, 
-0.04597397014609338, 0.03356075821279267, -0.13556692866857528, -0.062111029069305934, 0.005456547878709514, -0.06495937444728953, 3.5890138008447926e-08, -0.0024781159446175286, -1.4482832446319292e-05, -0.016415407791279747, 0.02952868780673268, 135830000000, 
-0.04597396577472012, 0.03356074223791957, -0.13556541185936113, -0.02825558744641174, -0.013194858710711717, -0.036959366422275694, -2.1309126803178902e-07, -0.009434398204352691, 2.258663069081358e-05, -0.013479978916957985, 0.029128353595778294, 136442000000, 
-0.045973991787034756, 0.03356074260858289, -0.13556511568646995, -0.06963277477604726, 0.037945266881684155, -0.06076574288092934, 9.471604864465163e-07, -0.003734598604258255, -0.0002536177476654512, -0.013611493620976457, 0.02914630451836725, 136544000000, 
-0.04266646394583845, 0.0331113008343966, -0.13410963518060498, 7.782661730064473, 0.05434441059199479, 5.680207110473727, 0.004344714162315486, 0.08933824923139605, 0.04863218385959401, -0.024408273035527766, 0.030617796747193553, 136646000000, 
-0.033322773961707845, 0.03201482907120556, -0.08982339857259122, -0.06868261580887952, 0.05097521752181776, 1.4693143778639133, 0.0903478900713483, 0.215948675105873, 0.4183766815288563, -0.026247038884831923, 0.030906827020986304, 136748000000, 
-0.023240877666824665, 0.031344056867341055, -0.04079134422133031, -0.05664720815444256, 0.03786764213783149, 0.3508379201362961, 0.07461733591731766, 0.14751886972960918, 0.5058155343386614, -0.011425514748218757, 0.029263700199128193, 136850000000, 
-0.013137856352571614, 0.031187297061686884, 0.009931073638819461, -0.04319314161196141, 0.046852784449889134, 0.06192602959903448, 0.05839643311159689, 0.11510851553482788, 0.507316360047473, 0.0012878072162674933, 0.0284102367150572, 136952000000, 
-0.0030374654978680632, 0.03154330416494989, 0.061106134645322135, -0.048284499795386474, 0.06457873377892523, -0.018839337806746986, 0.054075161774923, 0.10825080829201289, 0.49953587070733074, 0.012513385598492705, 0.028206879113626477, 137054000000, 
0.007034560832619042, 0.032411418440959384, 0.1121704901033196, 0.07754571355717614, 0.055210803628946634, 0.0516762446670523, 0.05128954731819526, 0.10312889907519843, 0.49733438229372057, 0.02319325614691177, 0.02855537390691246, 137156000000, 
0.017046316719115516, 0.03378906408604557, 0.16311780115627184, -0.05284928600484122, 0.0723249139636985, -0.02482802070082521, 0.05380808577524226, 0.10767527395020346, 0.49972555259183143, 0.03348392549228785, 0.0294022997841701, 137258000000, 
0.026968960735393913, 0.035672784032186516, 0.21404338392336744, -0.05839072297204977, 0.06214383115063211, -0.0494036296966474, 0.051905205162003545, 0.10369211182991073, 0.5005704315015322, 0.044125165813590016, 0.03081454811357561, 137360000000, 
0.03678010294790106, 0.03805899515204462, 0.2649795187109727, -0.21017652109265433, -0.01972020186520214, -0.1672467083854995, 0.03795578922118109, 0.07659194612411271, 0.49555849070182895, 0.053810996173053655, 0.032602297906857536, 137462000000, 
0.043249322497633705, 0.03992676442917599, 0.29893679555629193, -0.03278537640168812, 0.07372027233591832, -0.0685379279480965, 0.04875145989642384, 0.0975743226579691, 0.4996341103726043, 0.062269659125526435, 0.03458628547799666, 137530000000, 
0.05282786140969492, 0.04313857632296293, 0.3498775290408457, -0.03992287384686146, 0.06387186734886979, -0.047509950520953595, 0.050754073366361445, 0.10143054914105504, 0.5003825158806936, 0.07192899912881638, 0.03737525081005238, 137632000000, 
0.062234075446581806, 0.04683511481765573, 0.40081792146110695, -0.07172583917041832, 0.05450001873191068, -0.06520794791074264, 0.049901461339714515, 0.09979516453112705, 0.5000388703617977, 0.08164266650699245, 0.040715835177362825, 137734000000, 
0.0714421009149724, 0.05100619205579307, 0.4517481949454484, -0.10410037950738596, -0.0026211883350147954, -0.0937649141810141, 0.04055167894886046, 0.08169489350584301, 0.4963796047541223, 0.09057147288594007, 0.04430245306874298, 137836000000, 
0.08042318520845805, 0.05563853284790775, 0.5026841813549985, -0.0016032262850450944, 0.16356117652911784, -0.025871015359486077, 0.06442218131839818, 0.1277173136139438, 0.5044122797096223, 0.09948474249021828, 0.04837877071841569, 137938000000, 
0.08915261430474421, 0.06071981695389362, 0.5536327176502066, -0.04348278246972937, 0.05806266027777157, -0.03890049651620306, 0.05397158961157173, 0.10764695718607162, 0.5013758960067948, 0.11035889647965136, 0.054064415387661165, 138040000000, 
0.09761050832095083, 0.06623944341274975, 0.6045832937514571, -0.07870904660187125, 0.0725538678959549, -0.0680107095485536, 0.05357794075951533, 0.10682444350115516, 0.5015513210601088, 0.11975556487593156, 0.05958760996546698, 138142000000, 
0.10577866246056764, 0.07218502226313474, 0.6555196660240765, -0.055413794583667506, 0.04861465561449263, -0.05879997596697681, 0.04948567513789216, 0.09897737685764704, 0.4999695557608514, 0.1286127708225439, 0.06541411844084405, 138244000000, 
0.1136361291039773, 0.07854105434651837, 0.7064534459340424, -0.007888782975639354, 0.1713955685537155, -0.021204062615025082, 0.0683995117585544, 0.13493280649913827, 0.5069153568594248, 0.13762956163711998, 0.07199044428149802, 138346000000, 
0.1211598752054271, 0.08528904157833572, 0.7573892612898461, -0.10492473210749247, -0.0026827995892865393, -0.08281713241262825, 0.04494324536828319, 0.09046170198299282, 0.4968206918849781, 0.14718648514965285, 0.07977196688163611, 138448000000, 
0.12832818209603544, 0.0924096362899537, 0.8083306623820544, -0.050566173133261554, 0.07785724262260216, -0.05904108867601889, 0.05198943861316032, 0.10390907581454938, 0.5003358773582773, 0.154340567196322, 0.08619622394284093, 138550000000, 
0.13512265074028962, 0.09988447875738174, 0.8592765053177449, -0.06021348076935302, 0.06941892998946947, -0.05984530223922416, 0.05246650619378601, 0.10470875201001165, 0.5010708769479887, 0.16188215618153382, 0.09368357284353357, 138652000000, 
0.14154689959630645, 0.10769673621396182, 0.9035904976724084, -0.04617593054182821, 0.045981047338142324, -0.04982417802123057, 0.0401358194954474, 0.10159482548300809, 0.395057713861226, 0.16907561507589183, 0.10155538896236009, 138754000000, 
0.14565467717469785, 0.11305219176201158, 0.9307057272484917, -0.04811587513465099, 0.048015954788874174, -0.048535833708393275, 0.03804009214655977, 0.10150514204171006, 0.37476024742597275, 0.17569132983162825, 0.10952417381987128, 138822000000, 
0.15346949072034657, 0.12406917148073787, 0.9809796390512031, -0.06398411756801235, 0.051748574787753215, -0.05980298144514823, 0.04059853520210233, 0.10144950472804669, 0.4001846565040793, 0.18193759566836437, 0.11768487505466903, 138958000000, 
0.158947374663043, 0.1325923560018422, 1.017879893203678, -0.11862906509169904, -0.06986264252889639, -0.1030516576801562, 0.024901700992663728, 0.07093425248824292, 0.35105326579413926, 0.18736990208359802, 0.12537475594891934, 139060000000, 
0.164121576463763, 0.1413079134193718, 1.0517526647668327, -0.014706451010236635, 0.1755749699766805, -0.037897344479707315, 0.039380797519565115, 0.12360129618426038, 0.31861152540712545, 0.19237444168359077, 0.13301245310041823, 139162000000, 
0.16741368633614503, 0.14721078455666076, 1.0732402747302605, -0.02836667191279442, 0.07085620407294126, -0.03097352853553402, 0.0353211905143722, 0.113296943218759, 0.31175766539590044, 0.1986499597020862, 0.14341342632367027, 139230000000, 
0.17212547426263117, 0.15619310799718564, 1.1028238090629943, -0.04012930585622504, 0.1433779219564412, -0.03754953443571588, 0.03750940873867371, 0.1262861418816627, 0.29701919925483317, 0.20445538076753506, 0.1537412080077646, 139332000000, 
0.1765541977677025, 0.16525147888844588, 1.1295491357011866, -0.05788874131071369, 0.0499082291665724, -0.05253941825782953, 0.026858552129589073, 0.10951796479047643, 0.24524334597500358, 0.2101281145715023, 0.16460355959805353, 139434000000, 
0.1809039690815454, 0.17448176318920494, 1.1282227187271692, -0.006397422596939444, 0.22675216234803516, -0.018503894239314193, 0.013679424568335572, 0.13902228199571387, 0.09839735308586947, 0.21552102964936717, 0.17560077627182816, 139536000000, 
0.185270042919877, 0.18369903142205288, 1.1290678637350764, -0.03780932340710408, 0.17470221017391646, -0.0327541800591698, 0.010084990184245171, 0.1217205824530162, 0.08285361424505136, 0.2211613465754624, 0.18777763798746386, 139638000000, 
0.18961844572756778, 0.19292391759163538, 1.1294739948021093, -0.08403696620264707, -0.09894045676503209, -0.07044105758745473, -0.00018353283899483403, 0.09884306435619969, -0.001856810492372421, 0.22597304290645537, 0.19839379113055702, 139740000000, 
0.1939801868458, 0.20214806345198014, 1.12705575017836, -0.04916713560446242, 0.01866304763263637, -0.05482405430750633, -0.004404456109365436, 0.09798887760355468, -0.044948531068853256, 0.23008647564370854, 0.20760725698954086, 139842000000, 
0.19838145324392337, 0.21135919059952613, 1.1223012386456275, -0.058485848376581405, -0.008206480688344094, -0.057460946801129925, -0.006186136562035208, 0.0981374517649335, -0.06303543092654093, 0.23416370798100059, 0.2167069662163429, 139944000000, 
0.20285819645152725, 0.2205549573665236, 1.1078374925011611, -0.03940667779356205, -0.10953972651348355, -0.044170112998856155, -0.02498519796921306, 0.10237313200328066, -0.24406011108864367, 0.23836085400806709, 0.22589737859599382, 140046000000, 
0.2075492828173357, 0.22966531271736845, 1.083032424404432, -0.03836080725918739, 0.05195863927912666, -0.04000512284025893, -0.021441119434246786, 0.08671323788371499, -0.24726466174634099, 0.24253849764736546, 0.2347908266790972, 140148000000, 
0.21245121725066465, 0.2386540066798135, 1.0624679713162568, -0.041499895960595556, 0.048518040232078626, -0.04108785763893516, -0.013360923779242154, 0.08447579725578615, -0.15816274262302982, 0.24645526321096298, 0.24265351560960732, 140250000000, 
0.21750832475211007, 0.24754993276772314, 1.0444524749420256, -0.05594288297988066, -0.00945028874964501, -0.051851849734590505, -0.014166395536182482, 0.09427665521525155, -0.15026408715750367, 0.2506222497548759, 0.2505716269251377, 140352000000, 
0.22096314960569702, 0.2534301701794272, 1.0335441105158216, -0.042042846699969286, -0.0547998108005124, -0.04457602422443333, -0.01653424682720926, 0.10156025138189687, -0.16280234247388337, 0.2553510951153366, 0.2592196301179795, 140420000000, 
0.22626064962160872, 0.2621792316930756, 1.0187100433271106, -0.03989445218197375, 0.0020673338829774856, -0.04114542175225868, -0.01256831470045913, 0.09771416779924079, -0.1286232588735897, 0.26039276634215136, 0.26811762746818146, 140522000000, 
0.23348727093225383, 0.2737321686813463, 1.0048378088269656, -0.024937320537276632, -0.07493166289227274, -0.029198421189286908, -0.009656304181282925, 0.10463249308817932, -0.09228781515456244, 0.2655336109207993, 0.27688399589262114, 140658000000, 
0.2371579675603599, 0.2794744979159816, 0.9968207468411618, -0.028508090627358807, -0.046238277327566, -0.028685461265276664, -0.019028961960851104, 0.10252129999864441, -0.18560983874670645, 0.2709302911613879, 0.2858093775131022, 140726000000, 
0.24280767445665524, 0.2880123709354638, 0.9766714883724272, -0.051921731159279144, -0.023773922815143875, -0.045682302769016726, -0.017391375632481908, 0.10086856643366705, -0.17241620702440322, 0.27637622492337277, 0.2945936621749299, 140828000000, 
0.2486149060514701, 0.2964388774188216, 0.9580746729174349, -0.06362855032495164, -0.007615976429328188, -0.05880026954090864, -0.012643708324624005, 0.09856283131820778, -0.1282806931936045, 0.2818981337557503, 0.30315891011337653, 140930000000, 
0.2545421876616606, 0.3047704381402453, 0.9450027452845173, -0.04296357768222966, -0.02254511184459336, -0.04715915495184739, -0.013595004416658719, 0.09916709202497487, -0.13709189348049922, 0.28750194625006853, 0.3115480296155526, 141032000000, 
0.260580155584825, 0.3130213058024627, 0.9325080138612748, -0.055824454395195594, -0.0894395280744643, -0.05341062162614005, -0.014527019322059458, 0.10616227541795947, -0.1368378669811548, 0.2933530933340615, 0.3200664533268873, 141134000000, 
0.2667182269057023, 0.3211950511143695, 0.9212278232323097, -0.07348680009266523, -0.0347365173992226, -0.06809048496560384, -0.01112167610530188, 0.10262141175123993, -0.10837578547702549, 0.299535423711241, 0.3288121198894887, 141236000000, 
0.2729392445592488, 0.32930174113233973, 0.9114744339106937, -0.04804532459587905, -0.0621397339099862, -0.053362269288362955, -0.009287083251338332, 0.10330273072009837, -0.08990162396095747, 0.3057184049584143, 0.3373268052861997, 141338000000, 
0.2792319963742433, 0.3373500154513357, 0.9027506816051302, -0.0636919904051084, -0.022225902028321184, -0.060903296856871396, -0.008145180011279809, 0.10043567133837655, -0.08109847729137973, 0.31194622191283844, 0.3457190176995459, 141440000000, 
0.2856017496326317, 0.34534409610473554, 0.8911550485199337, -0.0424789716919846, -0.004848405433773283, -0.047387637276324675, -0.012954481526089884, 0.09828530925056564, -0.13180486102011557, 0.3180982400978724, 0.35384688030566247, 141542000000, 
0.292076401840551, 0.35325595754321465, 0.8788746369134819, -0.04674547797257313, -0.03222256901604948, -0.04686608969839178, -0.01296112548468564, 0.10029675020313195, -0.12922777117339646, 0.32421218381017153, 0.36177148923380176, 141644000000, 
0.2986428522393326, 0.361087736140002, 0.8682971528874216, -0.07684789156171037, -0.02056240444219933, -0.0687768492478442, -0.009327963859448653, 0.09984183967163594, -0.09342740368293347, 0.3305653159445938, 0.3697955530650789, 141746000000, 
0.3052825675212637, 0.3688550167998209, 0.8586414010261662, -0.027151089561575248, -0.002212519215996236, -0.0382723710507505, -0.008452867921280647, 0.09804419647314608, -0.08621487273441886, 0.33698097555576845, 0.37770093955892753, 141848000000, 
0.3119931083698957, 0.3765591493788302, 0.849770204984862, -0.05937595649189272, -0.03862334697409241, -0.05367065123682443, -0.008487589573079242, 0.10035519336840619, -0.08457548920185036, 0.3433457643034372, 0.3853986051830713, 141950000000, 
0.3187670718746856, 0.38420425486300536, 0.8420864876841448, -0.05416510159480361, 0.0057004823875025715, -0.05400920397340025, -0.006705859705016589, 0.097976930883613, -0.06844325133007578, 0.3499232504296536, 0.39321912408961146, 142052000000, 
0.32559820938566036, 0.3917992637002083, 0.8339177625532769, -0.04906979507773062, -0.013023247177335277, -0.050349107082863206, -0.008185149114467806, 0.09841355582047162, -0.08317095186967284, 0.35640863721454596, 0.4008013930417678, 142154000000, 
0.33249375616838883, 0.399336334058954, 0.8257883555305157, -0.05361016510414977, -0.005901054568187927, -0.05269862525006955, -0.00791670599547202, 0.09819181678080026, -0.08062490597505675, 0.36298052217107535, 0.4083745802282735, 142256000000, 
0.33712431928082365, 0.4043294520519103, 0.8206164383497527, -0.04813091448681395, -0.03617969591586892, -0.04930148893781192, -0.006883719097782026, 0.09996433294561063, -0.06886175193633687, 0.36963498550891294, 0.41591880274727067, 142324000000, 
0.3441097338911219, 0.41177903170641467, 0.8142726442849701, -0.09940039195418726, -0.04934313540439748, -0.08592496376717627, -0.006729730351711578, 0.100629348182343, -0.06687641799604159, 0.37644195008787146, 0.42351648148009474, 142426000000, 
0.3511399771426862, 0.4191845773235262, 0.8084267152286396, -0.06837323632802697, 0.019833066784844346, -0.07304255834485544, -0.005576975132752349, 0.09681234870098848, -0.05760603071388357, 0.38330877486973663, 0.4310778986778, 142528000000, 
0.3582111039122782, 0.426549487043023, 0.8030718188087901, -0.044481772437238956, 0.0015030872425420908, -0.05208049816226022, -0.0048780459591631275, 0.0971495773918932, -0.050211705394100706, 0.39004528094126706, 0.4384018470690931, 142630000000, 
0.3653177891465678, 0.433878253046624, 0.7984410801850093, -0.04623506903700511, 0.010676487236181803, -0.047760350073840094, -0.004182483489982296, 0.09739351815475135, -0.042944166811354205, 0.39679285272460457, 0.44565710999126096, 142732000000, 
0.37245444713273623, 0.44117583167071006, 0.7946761748136416, -0.04995431029527796, -0.004008850504936981, -0.04932407541988436, -0.0037369282416123075, 0.09807674442841169, -0.038102082847376435, 0.40358814067694465, 0.45289385885857664, 142834000000, 
0.37961839101442885, 0.4484468543745333, 0.7908774088018703, -0.06442805332647729, 0.014008627061502965, -0.06034351516628628, -0.003599262007600853, 0.09764227691205055, -0.03686171729529434, 0.4104660938678104, 0.4601577560943274, 142936000000, 
0.3868093082857703, 0.4556904488404795, 0.7873412541780666, -0.09102539604638131, -0.0116552620478051, -0.08275080055367402, -0.0032793461007843833, 0.09785650746558573, -0.033511783587184193, 0.4173751291310634, 0.467400105041169, 143038000000, 
0.3940234172181314, 0.4629094219637409, 0.7842987194874638, -0.06311725292735781, 0.025814926311529297, -0.06832677570239419, -0.0023845902026456106, 0.09666883311130404, -0.024667621671816443, 0.42432516972781537, 0.4746345730975617, 143140000000, 
0.4012571634353383, 0.47010766390687375, 0.7816077188460708, -0.024291097650528594, -0.00991516713935312, -0.036037323801391276, -0.0023470540852025953, 0.09770079034490514, -0.02402287716319368, 0.43122128983144964, 0.48176793924683586, 143242000000, 
0.40850885223555194, 0.47728715026011354, 0.7791915275194804, -0.05688551814760868, -0.0392487014744692, -0.05125805551131625, -0.0024518621392579125, 0.09898214784654724, -0.0247707510152139, 0.4381579435794454, 0.48890791081581975, 143344000000, 
0.41577679729810213, 0.48444959398922616, 0.7770289765506798, -0.04691332900962737, -0.0017146434209235652, -0.048043060610461236, -0.00201703012846718, 0.0984019810186546, -0.020497860994127756, 0.4451995613904377, 0.49612166481103637, 143446000000, 
0.4230591300817677, 0.4915969305089922, 0.7750696280845477, -0.06397529031509262, -0.008521554622299607, -0.0596672487510066, -0.001838948566866297, 0.0983306855670304, -0.018701675435921945, 0.4521971740020813, 0.5032566403744275, 143548000000, 
0.43035448997168274, 0.4987304569892828, 0.7733255254533861, -0.0818516458253154, -0.01317303005119692, -0.07586002447599574, -0.0016522960727245522, 0.09801677878845705, -0.016857277836997586, 0.4592472937166982, 0.510416792144772, 143650000000, 
0.43766118205967913, 0.5058516969205957, 0.7717868230998554, -0.060512241951972426, -0.02278696156877305, -0.06457043371132457, -0.001530760211779262, 0.09781183739339609, -0.01565005067456808, 0.4663148753475891, 0.5175687214732263, 143752000000, 
0.4425379115647916, 0.5105931307369841, 0.7708410675438486, -0.046739471225117304, 0.020495554693573864, -0.0514722266863088, -0.0011908395863975602, 0.09755339932629375, -0.012207053722592228, 0.4733758436095445, 0.5246908969335168, 143820000000, 
0.44986061912329545, 0.5176969825788076, 0.7695966003023172, -0.10192077392603999, 0.011046543988504902, -0.0883546549519022, -0.001068067138818031, 0.09759897897578529, -0.010943425331150473, 0.48039393828703525, 0.5317490419852638, 143922000000, 
0.45719162097936455, 0.5247920392332273, 0.7684843045924219, -0.07441455882154172, 0.013887965627366093, -0.07808862743234626, -0.0009231623566695372, 0.09696593057012805, -0.009520481588137644, 0.48750641011617885, 0.5388853655022194, 144024000000, 
0.46453001828220913, 0.5318792231179342, 0.7674847766117534, -0.06276446934554351, -0.012089854887118136, -0.06681075293431755, -0.000982328488913002, 0.09728333081108986, -0.010097603368664892, 0.4945454671530957, 0.5459328944552146, 144126000000, 
0.4718749501358081, 0.538959258699344, 0.7665948258363534, -0.0692411307674736, 0.005401246269459895, -0.06853685511846858, -0.0008148872614480176, 0.09744318746078473, -0.00836269094518242, 0.501596820084581, 0.552979435132471, 144228000000, 
0.4792249516883326, 0.5460330161386255, 0.7660380229928643, -0.042194588751020376, -0.013156484539658347, -0.04920262671293878, -0.0005083431609147759, 0.09771644725409691, -0.005202227211483714, 0.5086602712774079, 0.5600249659149241, 144330000000, 
0.4865778633384346, 0.5531034026612962, 0.7656368395399796, -0.05090762422582081, 0.016951645550920186, -0.050410125424373356, -0.0001881597313281482, 0.09800212882782747, -0.001919955551768797, 0.5157389451990981, 0.5670755039865475, 144432000000, 
0.4939332746449739, 0.560171158308042, 0.7652602592406346, -0.06613678768465676, 0.030593342363774922, -0.06188145900918787, -0.00010922726213783663, 0.0979958603259259, -0.001114610982285946, 0.5228098192662892, 0.5741121389796892, 144534000000, 
