acc_x, acc_y, angular_z, stamp, 
0.036594927310943604, 0.011754333972930908, 4.957435396922394e-10, 1727990076470015756, 
-0.0014995336532592773, -0.029752016067504883, 4.508826416783472e-10, 1727990076499942350, 
0.00015425682067871094, 0.004298985004425049, -2.0694628352283887e-06, 1727990076528737875, 
-0.028949320316314697, -0.008449673652648926, -1.9868825799343582e-06, 1727990076558730866, 
-0.014397859573364258, 0.01309192180633545, -1.9163506235860436e-06, 1727990076589828642, 
-0.00022786855697631836, 0.012912154197692871, 2.740868723067875e-10, 1727990076619754109, 
0.02848273515701294, -0.0016282200813293457, 1.4072515481159743e-10, 1727990076651808802, 
-0.022023141384124756, -0.017915308475494385, 1.2344356202412024e-10, 1727990076681330972, 
-0.014864146709442139, 0.009017765522003174, 8.066218181659527e-11, 1727990076709892929, 
0.017953813076019287, -0.0018216967582702637, 3.5047917441900825e-11, 1727990076739882484, 
-0.005437910556793213, 0.0034222006797790527, -2.1165075410471457e-11, 1727990076761395696, 
0.007116138935089111, -0.011069416999816895, -2.914479126012216e-11, 1727990076789107544, 
-0.005600869655609131, -0.023671329021453857, -1.1011967719556133e-10, 1727990076820107015, 
0.019658923149108887, -0.023480474948883057, -3.580731051431582e-11, 1727990076850018521, 
0.01972252130508423, 0.025082945823669434, -1.0149196943507056e-11, 1727990076879923223, 
-0.00902700424194336, 0.012332737445831299, -1.1573132299939909e-11, 1727990076910149285, 
-0.012411534786224365, -0.0038875937461853027, -4.390980933942569e-11, 1727990076939969794, 
-0.025011420249938965, 0.006871342658996582, -4.614180623218138e-11, 1727990076971769980, 
-0.03556555509567261, 0.02664273977279663, -2.6321298935405718e-11, 1727990077002903799, 
-0.0066165924072265625, -0.007595360279083252, -4.246649978387591e-11, 1727990077030105661, 
0.01489102840423584, 0.006627976894378662, -2.0510453859568836e-11, 1727990077060297264, 
-0.0029454827308654785, -0.03463214635848999, -2.8692763416911513e-11, 1727990077090260836, 
-0.004586696624755859, 0.005012869834899902, -9.54127011173229e-12, 1727990077120179486, 
0.01721125841140747, -0.012878477573394775, -5.66054272482063e-12, 1727990077150149841, 
0.011612355709075928, -0.004062950611114502, -9.689027102229704e-12, 1727990077180155939, 
0.006343185901641846, -0.000453948974609375, -6.703995971529249e-12, 1727990077211553573, 
-0.04181188344955444, -0.005757033824920654, 5.340418771563306e-12, 1727990077242709283, 
-0.01808685064315796, 0.024708092212677002, 2.284006540372303e-11, 1727990077270285948, 
0.003820359706878662, -0.002341747283935547, 5.293783832172578e-11, 1727990077300222574, 
0.02567821741104126, 0.029827117919921875, 1.0519249137660681e-10, 1727990077330271364, 
0.0038928985595703125, -0.03329598903656006, 1.7191357348879578e-10, 1727990077360305515, 
-0.0031809210777282715, -0.00992441177368164, 1.6531783741123676e-10, 1727990077390465893, 
0.0005616545677185059, -0.0028477907180786133, 1.9809536835893208e-10, 1727990077420342744, 
-0.04241460561752319, -0.006473720073699951, 2.1013330991097853e-10, 1727990077450702298, 
0.000843346118927002, -0.004647254943847656, 1.9251984353992862e-10, 1727990077483556811, 
0.020591914653778076, 0.007939577102661133, 2.314204484790454e-10, 1727990077510529891, 
0.00996476411819458, 0.02410346269607544, 2.0482434907554123e-10, 1727990077540403184, 
0.015326499938964844, 0.009821534156799316, 1.6467981730449871e-10, 1727990077570515749, 
0.004341423511505127, -0.01175302267074585, 1.9803365863004293e-06, 1727990077600616335, 
-0.015411734580993652, -0.024179279804229736, 1.992857862837887e-06, 1727990077630527048, 
-0.004533648490905762, 0.0011461973190307617, 5.586020205782831e-11, 1727990077660486720, 
-0.042407214641571045, -0.009664952754974365, 3.528983241100171e-11, 1727990077692252655, 
0.018848121166229248, -0.004065454006195068, 7.412309288909791e-12, 1727990077724079543, 
0.022141754627227783, 0.010318934917449951, 8.40288237694176e-12, 1727990077750665743, 
0.007451176643371582, -0.014672994613647461, -1.53260230378525e-11, 1727990077780583297, 
-0.006963014602661133, 0.010644257068634033, -1.718432786433744e-11, 1727990077810981149, 
0.023676395416259766, 0.012461960315704346, -3.061227412973968e-11, 1727990077840610310, 
-0.012367069721221924, 0.008775472640991211, -1.4388515747403268e-11, 1727990077870655619, 
-0.023215830326080322, -0.014631390571594238, -1.6864620213727513e-11, 1727990077900679049, 
-0.008829593658447266, -0.021766066551208496, -5.466533432302726e-12, 1727990077931649291, 
-0.0249251127243042, 0.03568446636199951, -1.067637563616488e-11, 1727990077963193643, 
0.03010624647140503, 0.010295689105987549, -0.00036061552133761853, 1727990077990796005, 
1.3404771089553833, -0.0560603141784668, 0.0018141084610115734, 1727990078020893721, 
0.874038815498352, 0.10903400182723999, 0.01682579611456223, 1727990078050901694, 
1.6432512998580933, 0.03778606653213501, 0.06095727863218888, 1727990078080786677, 
0.7693197727203369, 0.06199759244918823, 0.06560429609551291, 1727990078110980520, 
0.8313487768173218, -0.02086716890335083, 0.11623849653897729, 1727990078140785954, 
0.20673733949661255, 0.3566725254058838, 0.1416571070130092, 1727990078171981315, 
0.8814955949783325, 0.02197563648223877, 0.1575989973887998, 1727990078204028568, 
0.7423673272132874, -0.1718321442604065, 0.22606481261698907, 1727990078240862222, 
0.49180179834365845, 0.45058202743530273, 0.22871653323505906, 1727990078271107039, 
1.2350834608078003, 0.3026784062385559, 0.2629577733710425, 1727990078301123909, 
-0.022427916526794434, 0.10607993602752686, 0.298346325989247, 1727990078332499849, 
1.198375940322876, -0.01185685396194458, 0.3586382913494907, 1727990078363653836, 
0.8586285710334778, -0.33620965480804443, 0.41060817813787004, 1727990078391214513, 
0.6423812508583069, 0.26170581579208374, 0.3575161795174502, 1727990078421025805, 
0.6008850932121277, 0.30564844608306885, 0.3951552918611988, 1727990078451227745, 
