ranges, angle_increment, stamp, 
1.7740000486373901, 0.008714509196579456, 1727989988130127908, 
1.7799999713897705, 0.008714509196579456, 1727989988130127908, 
1.7799999713897705, 0.008714509196579456, 1727989988130127908, 
1.781999945640564, 0.008714509196579456, 1727989988130127908, 
1.784000039100647, 0.008714509196579456, 1727989988130127908, 
1.7879999876022339, 0.008714509196579456, 1727989988130127908, 
1.7899999618530273, 0.008714509196579456, 1727989988130127908, 
1.7960000038146973, 0.008714509196579456, 1727989988130127908, 
1.9500000476837158, 0.008714509196579456, 1727989988130127908, 
1.9179999828338623, 0.008714509196579456, 1727989988130127908, 
1.8919999599456787, 0.008714509196579456, 1727989988130127908, 
1.8880000114440918, 0.008714509196579456, 1727989988130127908, 
1.8880000114440918, 0.008714509196579456, 1727989988130127908, 
1.8899999856948853, 0.008714509196579456, 1727989988130127908, 
1.9140000343322754, 0.008714509196579456, 1727989988130127908, 
1.5420000553131104, 0.008714509196579456, 1727989988130127908, 
1.5420000553131104, 0.008714509196579456, 1727989988130127908, 
1.534000039100647, 0.008714509196579456, 1727989988130127908, 
1.534000039100647, 0.008714509196579456, 1727989988130127908, 
1.5260000228881836, 0.008714509196579456, 1727989988130127908, 
1.5199999809265137, 0.008714509196579456, 1727989988130127908, 
1.5140000581741333, 0.008714509196579456, 1727989988130127908, 
1.5099999904632568, 0.008714509196579456, 1727989988130127908, 
1.5140000581741333, 0.008714509196579456, 1727989988130127908, 
1.5219999551773071, 0.008714509196579456, 1727989988130127908, 
1.50600004196167, 0.008714509196579456, 1727989988130127908, 
1.4759999513626099, 0.008714509196579456, 1727989988130127908, 
1.4780000448226929, 0.008714509196579456, 1727989988130127908, 
1.472000002861023, 0.008714509196579456, 1727989988130127908, 
1.4739999771118164, 0.008714509196579456, 1727989988130127908, 
1.4739999771118164, 0.008714509196579456, 1727989988130127908, 
1.4900000095367432, 0.008714509196579456, 1727989988130127908, 
1.5080000162124634, 0.008714509196579456, 1727989988130127908, 
1.5, 0.008714509196579456, 1727989988130127908, 
1.50600004196167, 0.008714509196579456, 1727989988130127908, 
1.531999945640564, 0.008714509196579456, 1727989988130127908, 
1.5260000228881836, 0.008714509196579456, 1727989988130127908, 
1.534000039100647, 0.008714509196579456, 1727989988130127908, 
2.5, 0.008714509196579456, 1727989988130127908, 
2.5, 0.008714509196579456, 1727989988130127908, 
2.507999897003174, 0.008714509196579456, 1727989988130127908, 
