acc_x, acc_y, angular_z, stamp, 
-0.0076160430908203125, -0.04370146989822388, -1.318007249615325e-10, 1727989986057501618, 
0.008538365364074707, 0.004923403263092041, -1.8488503945545302e-10, 1727989986087581035, 
-0.00937032699584961, -0.002171933650970459, -1.6923277944469618e-10, 1727989986118825687, 
0.013889014720916748, 0.0033133625984191895, -1.6119758744233055e-10, 1727989986150048578, 
-0.0078238844871521, -0.012656688690185547, -2.1950599045173375e-10, 1727989986187588641, 
0.01021498441696167, -0.01615995168685913, -1.2383240403314988e-10, 1727989986217575233, 
-0.009676218032836914, -0.008863091468811035, -2.045216977649941e-06, 1727989986246720334, 
0.003069579601287842, -0.0016091465950012207, -1.8453883110581547e-06, 1727989986279022037, 
0.010275721549987793, 0.025224149227142334, -1.9038476364355012e-06, 1727989986310331813, 
-0.00038361549377441406, 0.021481633186340332, -2.1849027037302434e-06, 1727989986337613791, 
0.010175645351409912, 0.01576387882232666, -8.567064722449801e-11, 1727989986366731713, 
0.000947415828704834, -0.011436939239501953, -1.7590399969536423e-11, 1727989986396710750, 
-0.01008594036102295, 0.0009294748306274414, 4.621885259333049e-12, 1727989986427693860, 
0.008020520210266113, -0.004643559455871582, 5.152471628147404e-13, 1727989986456718713, 
0.007976353168487549, -0.008397281169891357, -1.1179521492142246e-12, 1727989986487935477, 
0.020595192909240723, -0.0012322664260864258, -1.689567014480457e-12, 1727989986519454453, 
-0.008228182792663574, -0.0049304962158203125, -1.7268776802533397e-12, 1727989986551363011, 
0.01354151964187622, 0.019923508167266846, 6.4372227608176284e-12, 1727989986587859670, 
0.02267003059387207, -0.0036765336990356445, 3.458072175188774e-11, 1727989986618010747, 
0.012014389038085938, -0.025315701961517334, 6.555405283797519e-11, 1727989986647806502, 
0.008424043655395508, 0.005359351634979248, 4.726126909484118e-11, 1727989986679027206, 
-0.034603893756866455, 0.052072882652282715, 5.625610997646549e-11, 1727989986711299289, 
0.0015912055969238281, 0.003484010696411133, 1.0418401162191147e-10, 1727989986737886393, 
0.0015936493873596191, -0.012819647789001465, 1.242645637141621e-10, 1727989986767770256, 
0.0015354156494140625, 0.0032314062118530273, 1.3105063820208896e-10, 1727989986797996249, 
-0.03262686729431152, -0.0021104812622070312, 1.0561429186604257e-10, 1727989986827786713, 
-0.00045430660247802734, 0.012041211128234863, 9.912478275630165e-11, 1727989986857842460, 
0.005073249340057373, -0.031020283699035645, 7.67480857217337e-11, 1727989986887793917, 
-0.03294491767883301, -0.014874517917633057, 4.725121245359372e-11, 1727989986918850751, 
-0.02549499273300171, -0.009107768535614014, 3.565172107472996e-11, 1727989986950839308, 
