x, y, th, stamp, 
-13.01723575592041, -9.348786354064941, 0.4513536756991178, 1727990080733534700, 
-13.000234603881836, -9.340404510498047, 0.4805960961376046, 1727990080782533350, 
-12.983785629272461, -9.331766128540039, 0.5113088455569855, 1727990080832522507, 
-12.966934204101562, -9.322638511657715, 0.5432343197585516, 1727990080882558466, 
-12.953975677490234, -9.314472198486328, 0.5686832472246421, 1727990080922202568, 
-12.931310653686523, -9.29987907409668, 0.612908527808046, 1727990080992025788, 
-12.915853500366211, -9.289045333862305, 0.643719053018655, 1727990081043171024, 
-12.903631210327148, -9.280046463012695, 0.6673481747978759, 1727990081082601024, 
-12.888727188110352, -9.268202781677246, 0.6989558124320355, 1727990081133546004, 
-12.874584197998047, -9.25627613067627, 0.730349714717289, 1727990081182253476, 
-12.86025619506836, -9.243196487426758, 0.763854726414245, 1727990081231827578, 
-12.846473693847656, -9.230030059814453, 0.7966216054617131, 1727990081283666224, 
-12.83597183227539, -9.219263076782227, 0.8221501194936498, 1727990081322161027, 
-12.823301315307617, -9.205585479736328, 0.8542162800044649, 1727990081373013572, 
-12.805974006652832, -9.185458183288574, 0.8980424345140191, 1727990081442561899, 
-12.796337127685547, -9.173319816589355, 0.9246986525813521, 1727990081483562824, 
-12.784905433654785, -9.158149719238281, 0.9562583009958416, 1727990081532823195, 
-12.774333000183105, -9.143017768859863, 0.9880182108777316, 1727990081582642205, 
-12.764081001281738, -9.126888275146484, 1.0202236688681876, 1727990081631754501, 
-12.754388809204102, -9.111111640930176, 1.0557174859353757, 1727990081682871373, 
-12.747184753417969, -9.09791374206543, 1.082741642266117, 1727990081722388439, 
-12.738322257995605, -9.08104133605957, 1.1189667382957569, 1727990081774365736, 
-12.727058410644531, -9.05733585357666, 1.166164285623384, 1727990081842789862, 
-12.721331596374512, -9.04345989227295, 1.1919713150964228, 1727990081881909756, 
-12.714245796203613, -9.026219367980957, 1.2274590510133054, 1727990081933808144, 
-12.708301544189453, -9.008411407470703, 1.2599617104750203, 1727990081982020994, 
-12.70261287689209, -8.990365982055664, 1.2945082124645384, 1727990082032141788, 
-12.697311401367188, -8.9722900390625, 1.3289845785813519, 1727990082082816283, 
-12.692220687866211, -8.950728416442871, 1.3683393092966707, 1727990082142648590, 
-12.688682556152344, -8.932442665100098, 1.4019924084341548, 1727990082191926994, 
-12.685640335083008, -8.913784980773926, 1.4378080347101783, 1727990082243401567, 
-12.684046745300293, -8.899099349975586, 1.4654230377468058, 1727990082281934284, 
-12.682116508483887, -8.8802490234375, 1.5026819698307727, 1727990082334146728, 
-12.681020736694336, -8.861953735351562, 1.5364829042670531, 1727990082383440978, 
-12.680667877197266, -8.843499183654785, 1.5701436505830697, 1727990082432018810, 
-12.68073844909668, -8.825132369995117, 1.6065941922936, 1727990082482874284, 
-12.681473731994629, -8.810152053833008, 1.634449113277439, 1727990082522062461, 
-12.68337631225586, -8.784429550170898, 1.686005177040728, 1727990082592545649, 
-12.68549919128418, -8.766341209411621, 1.7231760895211887, 1727990082642946929, 
-12.687817573547363, -8.751608848571777, 1.7523067786496462, 1727990082683474915, 
-12.691544532775879, -8.733633041381836, 1.7886121696176858, 1727990082732268377, 
-12.695832252502441, -8.715585708618164, 1.8264244538440708, 1727990082781992766, 
-12.700533866882324, -8.697951316833496, 1.865818547058748, 1727990082832867686, 
-12.706135749816895, -8.680326461791992, 1.9033316256525104, 1727990082883619557, 
-12.710996627807617, -8.666293144226074, 1.9336611475461145, 1727990082923614173, 
-12.717560768127441, -8.64948558807373, 1.9706085105343942, 1727990082972093208, 
-12.727996826171875, -8.626219749450684, 2.025862315459924, 1727990083043687643, 
-12.73466682434082, -8.613018035888672, 2.0576066014506535, 1727990083083094392, 
-12.743192672729492, -8.597119331359863, 2.0970033494296727, 1727990083133193851, 
-12.752592086791992, -8.58177661895752, 2.135315213028715, 1727990083182128399, 
-12.762467384338379, -8.566421508789062, 2.175008433652435, 1727990083232170377, 
-12.773090362548828, -8.551423072814941, 2.214722740745445, 1727990083282762858, 
-12.78650951385498, -8.53414249420166, 2.262192262356794, 1727990083342425964, 
-12.79338550567627, -8.525565147399902, 2.288147420896821, 1727990083373130136, 
-12.810226440429688, -8.507006645202637, 2.344692354293524, 1727990083443618758, 
-12.820123672485352, -8.49682331085205, 2.376952317657336, 1727990083483635220, 
-12.833311080932617, -8.484516143798828, 2.4165241920860403, 1727990083533222082, 
-12.847290992736816, -8.472433090209961, 2.4562630955545433, 1727990083581848730, 
-12.861141204833984, -8.461140632629395, 2.497364928014064, 1727990083631756927, 
-12.875575065612793, -8.450592041015625, 2.538460055369103, 1727990083682940508, 
-12.89334487915039, -8.438522338867188, 2.5881078560085458, 1727990083742173240, 
-12.902469635009766, -8.432926177978516, 2.613757362340938, 1727990083772085415, 
-12.924327850341797, -8.420639038085938, 2.673725188667486, 1727990083842768164, 
-12.936904907226562, -8.41441822052002, 2.707390018430716, 1727990083882948426, 
-12.953214645385742, -8.406906127929688, 2.7506411185498103, 1727990083932923263, 
-12.969522476196289, -8.400562286376953, 2.7918796797173817, 1727990083981975754, 
-12.985906600952148, -8.394563674926758, 2.8348121545051, 1727990084032587498, 
-13.003058433532715, -8.389204025268555, 2.878480430663033, 1727990084082776001, 
-13.01684856414795, -8.385696411132812, 2.9125380508581125, 1727990084122790203, 
-13.034211158752441, -8.381733894348145, 2.956456168921225, 1727990084173227784, 
-13.058747291564941, -8.377708435058594, 3.0165317246386234, 1727990084242802633, 
-13.072688102722168, -8.376001358032227, 3.050584071037033, 1727990084282698217, 
-13.089908599853516, -8.374533653259277, 3.0942747632977, 1727990084332174472, 
-13.107747077941895, -8.373724937438965, 3.139616966169493, 1727990084383778366, 
-13.125307083129883, -8.373778343200684, -3.0989947365511563, 1727990084433579212, 
-13.142754554748535, -8.374523162841797, -3.053817969640358, 1727990084482719237, 
-13.15653133392334, -8.375852584838867, -3.0186886844022354, 1727990084523103778, 
-13.173881530761719, -8.378135681152344, -2.973773252043142, 1727990084573652729, 
-13.198101997375488, -8.382599830627441, -2.9092361836262333, 1727990084643570566, 
-13.211431503295898, -8.385885238647461, -2.872766461608381, 1727990084683616229, 
-13.228216171264648, -8.390780448913574, -2.8272232400322053, 1727990084731737329, 
-13.244492530822754, -8.396048545837402, -2.7796959607740015, 1727990084782610353, 
-13.260520935058594, -8.402303695678711, -2.733511697837231, 1727990084832583399, 
-13.276708602905273, -8.409363746643066, -2.6848030316318434, 1727990084882754670, 
-13.289142608642578, -8.415255546569824, -2.6452330325822455, 1727990084923858679, 
-13.304116249084473, -8.423478126525879, -2.5972387909165766, 1727990084972728602, 
-13.324753761291504, -8.43641185760498, -2.5319618786468467, 1727990085043690953, 
-13.336052894592285, -8.443991661071777, -2.4931645220670386, 1727990085083957717, 
-13.349453926086426, -8.454523086547852, -2.4456245360289235, 1727990085133600641, 
-13.362634658813477, -8.465672492980957, -2.397038880517288, 1727990085182612007, 
-13.375266075134277, -8.477189064025879, -2.3470272095452844, 1727990085232864907, 
-13.387109756469727, -8.489248275756836, -2.298126633616329, 1727990085283335218, 
-13.400373458862305, -8.504617691040039, -2.2410447430438527, 1727990085342028987, 
-13.40703010559082, -8.51270580291748, -2.210317055329619, 1727990085373678893, 
-13.421065330505371, -8.53164291381836, -2.137882307089588, 1727990085444660332, 
-13.428282737731934, -8.54305362701416, -2.0971021478840814, 1727990085483697045, 
-13.43661880493164, -8.557831764221191, -2.047055556952521, 1727990085533677225, 
-13.444180488586426, -8.57240104675293, -1.9955868366318927, 1727990085583603571, 
-13.450901985168457, -8.587729454040527, -1.9453289260845936, 1727990085632595727, 
-13.456997871398926, -8.60339641571045, -1.8916791750803565, 1727990085682986907, 
-13.461308479309082, -8.616206169128418, -1.847984088698947, 1727990085724030529, 
-13.46703815460205, -8.638592720031738, -1.775786178637776, 1727990085792261806, 
-13.470281600952148, -8.654949188232422, -1.7216156924777088, 1727990085843601809, 
-13.472248077392578, -8.667675971984863, -1.6788050163161197, 1727990085882740596, 
-13.473907470703125, -8.683995246887207, -1.6236330332201523, 1727990085932905547, 
-13.474567413330078, -8.700469017028809, -1.569086288573781, 1727990085983629887, 
-13.47425651550293, -8.717306137084961, -1.5151093589575664, 1727990086033679306, 
-13.473230361938477, -8.733891487121582, -1.4605489303402457, 1727990086083723772, 
-13.471630096435547, -8.746886253356934, -1.4191787358667969, 1727990086122890349, 
-13.467350006103516, -8.769445419311523, -1.3432595399241862, 1727990086192638969, 
-13.463662147521973, -8.785415649414062, -1.2861268447829628, 1727990086243664288, 
-13.459952354431152, -8.798035621643066, -1.2398935048920439, 1727990086282840366, 
-13.454288482666016, -8.813202857971191, -1.184996309552734, 1727990086331792650, 
-13.448110580444336, -8.828413009643555, -1.1285209810869639, 1727990086383613023, 
-13.44105052947998, -8.843029975891113, -1.0730053082201005, 1727990086433691448, 
-13.434074401855469, -8.855899810791016, -1.0207251464618288, 1727990086479005451, 
-13.4258394241333, -8.868956565856934, -0.967430635499367, 1727990086526491889, 
-13.41406536102295, -8.885551452636719, -0.8943563698096417, 1727990086588930418, 
-13.408035278320312, -8.892922401428223, -0.8602689314716956, 1727990086618806550, 
-13.397411346435547, -8.905022621154785, -0.8026700928103796, 1727990086669539302, 
-13.381741523742676, -8.920206069946289, -0.7233684066255393, 1727990086736773119, 
-13.372008323669434, -8.928807258605957, -0.6728425609170838, 1727990086779632772, 
-13.359491348266602, -8.938653945922852, -0.6122000770591212, 1727990086828697604, 
-13.34640121459961, -8.94757080078125, -0.5524124852453194, 1727990086879053479, 
-13.330157279968262, -8.95706558227539, -0.4811456511510146, 1727990086939412462, 
-13.319226264953613, -8.962644577026367, -0.4365394186881995, 1727990086977259514, 
-13.301546096801758, -8.970425605773926, -0.36302487376811987, 1727990087038294234, 
-13.287028312683105, -8.975847244262695, -0.3030118731881849, 1727990087086952247, 
-13.271892547607422, -8.980265617370605, -0.24191602341867127, 1727990087138639864, 
-13.259676933288574, -8.983200073242188, -0.19128251120460382, 1727990087177731266, 
-13.244636535644531, -8.985960960388184, -0.12829851201299297, 1727990087228618579, 
-13.229363441467285, -8.987802505493164, -0.06351746897643122, 1727990087278093934, 
-13.214426040649414, -8.988490104675293, 0.0006278604758080731, 1727990087327415866, 
-13.198817253112793, -8.988268852233887, 0.06538314988331752, 1727990087377999780, 
-13.18005657196045, -8.986927032470703, 0.14464992868844298, 1727990087440092753, 
-13.171546936035156, -8.985401153564453, 0.1792869844886041, 1727990087467950771, 
-13.150904655456543, -8.981173515319824, 0.27199283842970606, 1727990087537811284, 
-13.138961791992188, -8.977652549743652, 0.3246766573930112, 1727990087577812292, 
-13.124482154846191, -8.972532272338867, 0.39110697947316514, 1727990087627895809, 
-13.110363960266113, -8.966629028320312, 0.45863318794120467, 1727990087677751334, 
-13.0971097946167, -8.95987319946289, 0.5237890473756032, 1727990087728218774, 
-13.084366798400879, -8.952295303344727, 0.5900424653801996, 1727990087777889287, 
-13.068435668945312, -8.941014289855957, 0.6760944692756391, 1727990087841844829, 
-13.058717727661133, -8.933364868164062, 0.7317735679207044, 1727990087882717195, 
-13.047868728637695, -8.923555374145508, 0.8005836094975234, 1727990087933621329, 
-13.037789344787598, -8.912847518920898, 0.8689006145012526, 1727990087983621697, 
-13.028538703918457, -8.901541709899902, 0.9375273875075592, 1727990088033671610, 
-13.020090103149414, -8.889664649963379, 1.008920415352253, 1727990088083723409, 
-13.011465072631836, -8.874748229980469, 1.0928186778843545, 1727990088143377233, 
-13.007384300231934, -8.867047309875488, 1.1357263414259116, 1727990088173577387, 
-12.999449729919434, -8.848748207092285, 1.235461676200877, 1727990088243527921, 
-12.995805740356445, -8.838042259216309, 1.2918268512103643, 1727990088283649701, 
-12.99201488494873, -8.824576377868652, 1.3625007837720147, 1727990088333631050, 
-12.989326477050781, -8.810887336730957, 1.4323754349479232, 1727990088383633884, 
-12.987542152404785, -8.79737377166748, 1.5042082725621795, 1727990088433686361, 
-12.986702919006348, -8.78347110748291, 1.5770526777900535, 1727990088483773297, 
-12.98702335357666, -8.767669677734375, 1.6613245049825252, 1727990088543151685, 
-12.987817764282227, -8.759632110595703, 1.703866479038203, 1727990088573287507, 
-12.990574836730957, -8.74124813079834, 1.8065146717953298, 1727990088644068436, 
-12.993362426757812, -8.730756759643555, 1.8627386624944096, 1727990088682724111, 
-12.99718952178955, -8.718358039855957, 1.9358860686953243, 1727990088733671185, 
-13.001791954040527, -8.706320762634277, 2.0089932266110226, 1727990088783634930, 
-13.007431983947754, -8.694817543029785, 2.079370920106733, 1727990088833616780, 
-13.013579368591309, -8.683422088623047, 2.1542634745493703, 1727990088884777946, 
-13.01931381225586, -8.67529296875, 2.208697677808725, 1727990088923225961, 
-13.026766777038574, -8.665493965148926, 2.28241920347653, 1727990088972730439, 
-13.038223266601562, -8.652424812316895, 2.388318559587271, 1727990089044114957, 
-13.045538902282715, -8.645758628845215, 2.444244422692481, 1727990089082732556, 
-13.054719924926758, -8.638039588928223, 2.5163371155623993, 1727990089132763655, 
-13.064452171325684, -8.631117820739746, 2.5902438326966717, 1727990089183647938, 
-13.074752807617188, -8.624907493591309, 2.6608710208288193, 1727990089231715326, 
-13.084502220153809, -8.619929313659668, 2.7283558584294147, 1727990089278636093, 
-13.093944549560547, -8.615767478942871, 2.7961826319935974, 1727990089323377802, 
-13.104933738708496, -8.611825942993164, 2.869097510444326, 1727990089373184766, 
-13.11910629272461, -8.608137130737305, 2.9632096104575045, 1727990089438144870, 
-13.129161834716797, -8.606353759765625, 3.0306880480835403, 1727990089483666905, 
-13.14018726348877, -8.605144500732422, 3.1061701813899356, 1727990089532726384, 
-13.150982856750488, -8.604625701904297, -3.1025488349397077, 1727990089583649631, 
-13.16207218170166, -8.605360984802246, -3.0299134355751014, 1727990089632789006, 
-13.17201042175293, -8.606422424316406, -2.961947183660623, 1727990089678764581, 
-13.181077003479004, -8.608135223388672, -2.8971340874917435, 1727990089723464365, 
-13.191361427307129, -8.610786437988281, -2.8223450525042115, 1727990089772741734, 
-13.20452880859375, -8.615335464477539, -2.724502528560563, 1727990089839075981, 
-13.212897300720215, -8.619065284729004, -2.6586321833696807, 1727990089882737475, 
-13.222013473510742, -8.623958587646484, -2.5846913456875678, 1727990089933645717, 
-13.23057746887207, -8.629353523254395, -2.512476611069455, 1727990089983664308, 
-13.23891830444336, -8.635612487792969, -2.4346983238400743, 1727990090033623737, 
-13.246430397033691, -8.642440795898438, -2.352243839284142, 1727990090079657980, 
-13.257157325744629, -8.653773307800293, -2.230219295983211, 1727990090143375575, 
-13.264721870422363, -8.663813591003418, -2.137064331088039, 1727990090193299181, 
-13.270737648010254, -8.673273086547852, -2.0516711126819613, 1727990090239381314, 
-13.275653839111328, -8.683038711547852, -1.9704570690556236, 1727990090283180346, 
-13.280165672302246, -8.693849563598633, -1.8780839839648575, 1727990090333682019, 
-13.283339500427246, -8.703545570373535, -1.7925814038924157, 1727990090382763762, 
-13.285398483276367, -8.711873054504395, -1.715445555380926, 1727990090434675148, 
-13.286349296569824, -8.71924114227295, -1.651323909534768, 1727990090478945989, 
-13.287056922912598, -8.73015308380127, -1.557006897616495, 1727990090542996362, 
-13.286896705627441, -8.738511085510254, -1.4808968446599424, 1727990090593593693, 
-13.286205291748047, -8.746618270874023, -1.4100701894679009, 1727990090639663641, 
-13.28483772277832, -8.754203796386719, -1.3450252178804079, 1727990090682696144, 
-13.2830810546875, -8.762500762939453, -1.2706173795145466, 1727990090732774068, 
-13.280348777770996, -8.77068042755127, -1.1960884660786266, 1727990090782863060, 
-13.277259826660156, -8.778759002685547, -1.1194431641040008, 1727990090834682991, 
-13.27359676361084, -8.785920143127441, -1.0508184268014835, 1727990090879042605, 
-13.267727851867676, -8.795975685119629, -0.9482334593566397, 1727990090942951266, 
-13.261835098266602, -8.803359985351562, -0.8563091395910366, 1727990090994428996, 
-13.256022453308105, -8.809664726257324, -0.7699044678585945, 1727990091040029434, 
-13.251065254211426, -8.814740180969238, -0.6992914171019748, 1727990091082720244, 
-13.245631217956543, -8.818999290466309, -0.6266840431041688, 1727990091132751419, 
-13.240222930908203, -8.822839736938477, -0.5528399322610537, 1727990091182809312, 
-13.233863830566406, -8.826651573181152, -0.47391694763230796, 1727990091233834351, 
-13.227609634399414, -8.829636573791504, -0.4024624279038977, 1727990091279845210, 
-13.219250679016113, -8.832815170288086, -0.3029374423700786, 1727990091343569214, 
-13.213069915771484, -8.834861755371094, -0.2225439821859336, 1727990091394064616, 
-13.20766544342041, -8.83575439453125, -0.15117242582876264, 1727990091440057030, 
-13.202266693115234, -8.836564064025879, -0.08322933538371301, 1727990091483427177, 
-13.1958589553833, -8.836947441101074, -0.004539797671196552, 1727990091532714239, 
-13.18908405303955, -8.836892127990723, 0.07361792485509495, 1727990091582702485, 
-13.182552337646484, -8.836515426635742, 0.1542199920339761, 1727990091634684143, 
-13.176929473876953, -8.835417747497559, 0.2268163845626953, 1727990091679966731, 
-13.169563293457031, -8.833609580993652, 0.32773840466652715, 1727990091742826698, 
-13.166391372680664, -8.832578659057617, 0.37483460602666613, 1727990091773346060, 
-13.159770011901855, -8.829797744750977, 0.48231159351828545, 1727990091840366081, 
-13.155560493469238, -8.827600479125977, 0.5514575934174117, 1727990091883112457, 
-13.150864601135254, -8.824559211730957, 0.6295584259181646, 1727990091932869780, 
-13.14652156829834, -8.821290969848633, 0.7113827773265353, 1727990091982700296, 
-13.14262580871582, -8.818053245544434, 0.7874269997358601, 1727990092029776234, 
-13.13873291015625, -8.814112663269043, 0.8655354907110425, 1727990092079984848, 
-13.135952949523926, -8.810914039611816, 0.9351300830029459, 1727990092123555214, 
-13.132229804992676, -8.805768966674805, 1.0453797879018232, 1727990092190420719, 
-13.129984855651855, -8.801852226257324, 1.126376973767819, 1727990092239992512, 
-13.12829303741455, -8.79847526550293, 1.1962084777493407, 1727990092282762512, 
-13.12683391571045, -8.794461250305176, 1.2750761409741493, 1727990092332809111, 
-13.12586498260498, -8.790738105773926, 1.3554879888481732, 1727990092383690100, 
-13.124977111816406, -8.786953926086426, 1.4322504350212961, 1727990092430698420, 
-13.12413215637207, -8.782607078552246, 1.5142752084873083, 1727990092478800458, 
-13.124146461486816, -8.779447555541992, 1.5842554367155013, 1727990092523465430, 
-13.12417221069336, -8.775726318359375, 1.6666445494214162, 1727990092573040720, 
-13.124464988708496, -8.770975112915039, 1.7789601584194463, 1727990092641402607, 
-13.124917984008789, -8.76817512512207, 1.848528321896702, 1727990092682856645, 
-13.12575626373291, -8.764967918395996, 1.9290777422881886, 1727990092732815078, 
-13.12669563293457, -8.761960983276367, 2.010002598193298, 1727990092782934231, 
-13.127933502197266, -8.759315490722656, 2.0893493406685706, 1727990092830699340, 
-13.129387855529785, -8.756704330444336, 2.173331792331502, 1727990092881053925, 
-13.131232261657715, -8.753803253173828, 2.2770213280453726, 1727990092943289416, 
-13.132636070251465, -8.751896858215332, 2.3558103843094305, 1727990092991419531, 
-13.134286880493164, -8.75021743774414, 2.437075619154652, 1727990093040863993, 
-13.135746002197266, -8.748903274536133, 2.5068746903395565, 1727990093082966551, 
-13.137482643127441, -8.747394561767578, 2.59066684400496, 1727990093132941381, 
-13.139532089233398, -8.745983123779297, 2.673709390662444, 1727990093182813960, 
-13.141373634338379, -8.744943618774414, 2.7547326129672833, 1727990093230699315, 
-13.143280982971191, -8.744017601013184, 2.840126038533778, 1727990093281064386, 
-13.145207405090332, -8.743135452270508, 2.9438991526748355, 1727990093343408154, 
-13.146596908569336, -8.742674827575684, 3.0231458821896253, 1727990093390856314, 
-13.147543907165527, -8.742195129394531, 3.0778388992150116, 1727990093423823283, 
-13.148972511291504, -8.74198055267334, -3.108271838544882, 1727990093482926014, 
-13.150179862976074, -8.741816520690918, -3.024215462160876, 1727990093532965728, 
-13.152024269104004, -8.741645812988281, -2.937947236506847, 1727990093583772299, 
-13.152857780456543, -8.74183177947998, -2.857827703292899, 1727990093631368066, 
-13.153861045837402, -8.741742134094238, -2.7739937181507677, 1727990093680907768, 
-13.15440559387207, -8.74185562133789, -2.704056043449058, 1727990093722870018, 
-13.15478515625, -8.741820335388184, -2.6199254213142003, 1727990093773346717, 
-13.155713081359863, -8.741805076599121, -2.503115881786942, 1727990093840755399, 
-13.155867576599121, -8.74172306060791, -2.4318342364093017, 1727990093882955669, 
-13.15633487701416, -8.741767883300781, -2.345644643454114, 1727990093932925062, 
-13.15676212310791, -8.741647720336914, -2.258738849875161, 1727990093983713612, 
-13.156834602355957, -8.741540908813477, -2.1773028669720813, 1727990094031707897, 
-13.156984329223633, -8.741142272949219, -2.092117333034945, 1727990094081811421, 
-13.157147407531738, -8.741009712219238, -2.0220191892877004, 1727990094122791385, 
-13.157758712768555, -8.740987777709961, -1.9027928529586606, 1727990094191877811, 
-13.157925605773926, -8.740735054016113, -1.816856717321666, 1727990094242146681, 
-13.158140182495117, -8.74093246459961, -1.744089355465418, 1727990094283808685, 
-13.158473014831543, -8.740975379943848, -1.6577430925464687, 1727990094333815147, 
-13.158893585205078, -8.741052627563477, -1.5687919252965754, 1727990094384759128, 
-13.15898609161377, -8.740779876708984, -1.4885468042045646, 1727990094431746310, 
