Euclidian 1,Euclidian 1,Euclidian 2,Euclidian 2,Manhatten 1,Manhatten 1,Manhatten 2,Manhatten 2
0.437661182,0.505851697,-0.106046418,0.039098009,0.187852948,0.27727883,0.340454561,0.330167907
0.442537912,0.510593131,-0.106046458,0.039098,0.193842163,0.285548681,0.346503581,0.338400985
0.449860619,0.517696983,-0.106046451,0.039098002,0.199870532,0.293787728,0.352630567,0.34658383
0.457191621,0.524792039,-0.106046388,0.039098003,0.205948834,0.301998648,0.358873001,0.35468293
0.464530018,0.531879223,-0.10604641,0.039098001,0.210051775,0.307436932,0.365218603,0.362696952
0.47187495,0.538959259,-0.106046441,0.039097997,0.218363724,0.318230639,0.371644735,0.370643505
0.479224952,0.546033016,-0.106046387,0.039097995,0.224673389,0.326264631,0.378148778,0.378524377
0.486577863,0.553103403,-0.106046381,0.039097995,0.231046057,0.334247611,0.382525036,0.383743287
0.493933275,0.560171158,-0.106046424,0.039097991,0.237475781,0.342181858,0.389139267,0.391526226
0.501291189,0.56723604,-0.106046416,0.039097987,0.243952448,0.350075344,0.395805957,0.399263477
0.508651086,0.57429875,-0.106046341,0.03909799,0.2482948,0.355318772,0.402539861,0.406947359
0.516012758,0.581359669,-0.106046382,0.039097991,0.254864446,0.363142188,0.409334417,0.414573461
0.523376263,0.588418669,-0.106046387,0.039097984,0.261495292,0.370911926,0.416176936,0.422153891
0.530701802,0.595477677,-0.106046341,0.039097983,0.268174642,0.3786358,0.423064146,0.429692129
0.537780229,0.602726632,-0.10604636,0.039097984,0.274898752,0.386319443,0.429991233,0.437191989
0.544618251,0.610220216,-0.106046358,0.03909798,0.281663045,0.393966238,0.436952159,0.444658799
0.54907936,0.615308187,-0.10604633,0.039097978,0.288461171,0.4015813,0.443944586,0.452096735
0.557730178,0.625717969,-0.106046357,0.03909798,0.295291005,0.409168862,0.450971763,0.459501653
0.563997387,0.633713388,-0.10604634,0.039097974,0.299864753,0.414208781,0.458029612,0.466875659
0.570111535,0.641835148,-0.106046308,0.039097977,0.306752183,0.421743009,0.46511315,0.474223888
0.574098461,0.647298914,-0.106046331,0.039097973,0.313665911,0.429250851,0.472220594,0.481548323
0.579712929,0.655705354,-0.106046289,0.039097976,0.320603816,0.436735827,0.479349458,0.488850907
0.584969495,0.664347806,-0.106046314,0.039097974,0.327563702,0.444199747,0.484112429,0.493708589
0.589936489,0.673188122,-0.106046323,0.039097967,0.33454244,0.451644993,0.491270728,0.500980791
0.594610898,0.68218757,-0.106046282,0.039097967,0.341537828,0.459073934,0.49844498,0.508237044
0.599011181,0.691331592,-0.106046298,0.039097968,0.348550007,0.466486934,0.505633349,0.515478678
0.603114371,0.700574839,-0.106046285,0.039097962,0.355576809,0.473885401,0.512833504,0.522707534
0.606807561,0.710009457,-0.106046255,0.039097965,0.36261577,0.481271566,0.520044068,0.529925566
0.610134819,0.719583083,-0.106046288,0.039097961,0.369665557,0.488646794,0.527263769,0.53713413
0.613161222,0.729260675,-0.106046246,0.039097963,0.376724762,0.496012589,0.53449138,0.544334417
0.615896195,0.739030506,-0.106046257,0.039097956,0.383792073,0.50337024,0.541725648,0.55152721
0.618367142,0.748879307,-0.106046265,0.039097955,0.39086652,0.510720535,0.548964649,0.558714799
0.61989064,0.75547662,-0.106046229,0.039097959,0.397947093,0.518064685,0.556207774,0.565898104
0.621967961,0.765415461,-0.10604624,0.039097952,0.405033085,0.525403479,0.563454722,0.573077306
0.623808001,0.775404109,-0.10604625,0.039097951,0.412124148,0.532737109,0.570705142,0.580252973
0.625439755,0.785435698,-0.106046212,0.03909795,0.419219913,0.540066098,0.577958804,0.587425247
0.626877726,0.795498611,-0.106046233,0.039097951,0.42632015,0.547390801,0.585215462,0.594594355
0.628131158,0.80558778,-0.106046223,0.039097945,0.433424726,0.554711159,0.592474302,0.601760743
0.629208608,0.815699359,-0.106046198,0.039097948,0.44053298,0.562027441,0.599733282,0.608926526
0.630125954,0.825829404,-0.106046229,0.039097945,0.445273088,0.566903652,0.606992247,0.616092258
0.630896441,0.835974024,-0.10604619,0.039097943,0.452385065,0.574216082,0.611831792,0.620869209
0.631530673,0.846130266,-0.106046188,0.03909794,0.459499326,0.581526273,0.619091244,0.62803458
0.632042929,0.856297736,-0.1060462,0.039097939,0.46661563,0.588834452,0.626350728,0.6351998
0.632460986,0.866472601,-0.106046166,0.039097938,0.473733919,0.596140657,0.633610277,0.642364869
0.6327944,0.876651697,-0.10604619,0.039097939,0.480854277,0.603444822,0.640869581,0.649529936
0.633045677,0.886834303,-0.106046183,0.039097933,0.487917245,0.610751424,0.648127644,0.656696239
0.633171187,0.893624052,-0.106046141,0.039097938,0.494722587,0.618264035,0.655384592,0.6638637
0.633300894,0.903811471,-0.106046163,0.039097935,0.501279823,0.626006591,0.662640738,0.671031848
0.633406256,0.917403095,-0.106046157,0.039097929,0.507651641,0.63390776,0.669895983,0.678200986
0.633437977,0.924199229,-0.106046136,0.039097932,0.513822063,0.641970438,0.677150427,0.68537109
0.63345593,0.934393231,-0.106046171,0.039097928,0.519803312,0.650184037,0.681986358,0.690151482
0.633443947,0.944587694,-0.106046136,0.039097927,0.525637982,0.65851289,0.689239841,0.697322514
0.633404933,0.954783648,-0.106046114,0.039097925,0.531275513,0.666921815,0.696492829,0.704494074
0.6333617,0.964984551,-0.106046159,0.039097927,0.536531133,0.67557922,0.703744456,0.711666715
0.633322355,0.975185481,-0.106046151,0.039097922,0.53982936,0.681467003,0.71099465,0.718840735
0.633283299,0.985385424,-0.106046081,0.039097922,0.544558442,0.690439116,0.718243874,0.726015948
0.633246247,0.995585617,-0.106046094,0.039097921,0.548995844,0.699557483,0.725492201,0.733192172
0.633215134,1.005788602,-0.106046112,0.039097922,0.55314865,0.708812437,0.732739641,0.740369196
0.633207819,1.015993012,-0.106046068,0.039097918,0.557072459,0.718184976,0.73998628,0.747547107
0.633224225,1.026196781,-0.106046093,0.039097913,0.560741664,0.727615785,0.747196214,0.754726469
0.633258277,1.036400136,-0.10604608,0.039097915,0.564024484,0.737210872,0.754154761,0.762088522
0.633310399,1.046603261,-0.106046067,0.039097911,0.566976677,0.746915416,0.760866653,0.769694213
0.633381439,1.056807418,-0.106046098,0.039097911,0.569662885,0.756699872,0.767390341,0.777469158
0.633479407,1.067011612,-0.106046065,0.039097909,0.572083286,0.766556529,0.773709274,0.785414412
0.633558665,1.073814221,-0.106046033,0.039097909,0.574240525,0.776472572,0.779833909,0.793519031
0.633694625,1.084016926,-0.106046061,0.03909791,0.57612217,0.786449082,0.785802793,0.801748441
0.633851023,1.094219389,-0.106046091,0.039097902,0.577767421,0.796473906,0.791641189,0.81007892
0.634027228,1.104421619,-0.106046031,0.039097904,0.579205963,0.806533586,0.795527581,0.815669563
0.63422581,1.114623986,-0.106045999,0.039097906,0.580444258,0.816622309,0.801371279,0.824033986
0.634445587,1.124825111,-0.106046042,0.039097901,0.581165929,0.823360853,0.807217954,0.832390751
0.634683334,1.135025598,-0.106046015,0.0390979,0.582095679,0.833485104,0.813077712,0.840743435
0.634938052,1.14522548,-0.106046,0.039097897,0.5828541,0.843626623,0.818953067,0.849085992
0.635208904,1.155424782,-0.106046023,0.039097895,0.58345487,0.853781252,0.824836909,0.85741965
0.635495411,1.165623478,-0.106045985,0.039097895,0.58390879,0.863945775,0.8306638,0.865744892
0.635795916,1.175821559,-0.106046011,0.039097896,0.584230287,0.874119067,0.836220684,0.87422938
0.636109003,1.186019034,-0.106046024,0.039097891,0.584446578,0.884298437,0.84151245,0.882890277
0.636434037,1.19621593,-0.106045964,0.039097889,0.584569768,0.894480986,0.846603565,0.891673979
0.636769823,1.20641218,-0.106045968,0.039097894,0.584604389,0.904665756,0.851477129,0.900582194
0.637113852,1.216607765,-0.106046013,0.039097891,0.584559423,0.914851769,0.856182879,0.909616893
0.637347013,1.223404571,-0.106045993,0.039097885,0.58444555,0.92504202,0.860959347,0.918651615
0.637702203,1.233599559,-0.106045928,0.039097887,0.584294802,0.935234552,0.865840713,0.927626112
0.63806313,1.24379416,-0.106045961,0.039097882,0.584112476,0.945426642,0.870776138,0.936570401
0.638429463,1.25398867,-0.106045957,0.039097884,0.583894737,0.955618551,0.875787487,0.945473917
0.639039619,1.264278443,-0.106045916,0.039097882,0.583646769,0.965810207,0.880879032,0.954328812
0.640249634,1.274492269,-0.106045948,0.03909788,0.583374714,0.976005065,0.884308928,0.960213193
0.641892057,1.284640135,-0.106045924,0.039097878,0.583194725,0.982802694,0.889586651,0.968988042
0.643983088,1.294707958,-0.106045919,0.03909788,0.582926395,0.992999894,0.895045154,0.977648927
0.646586237,1.304693194,-0.106045946,0.039097879,0.582656444,1.003195586,0.900639631,0.986209855
0.64991551,1.314474396,-0.106045903,0.039097873,0.582386313,1.01339203,0.906361726,0.994686155
0.653900359,1.323989838,-0.106045899,0.039097873,0.582117406,1.023589418,0.912206839,1.003078297
0.658410886,1.333255184,-0.106045944,0.039097869,0.581947466,1.030391041,0.918177565,1.011388601
0.663404511,1.342256749,-0.106045917,0.039097872,0.581639618,1.043992675,0.924309369,1.019583462
0.668806271,1.351001472,-0.106045853,0.03909787,0.581430597,1.054193988,0.930584202,1.027663148
0.672589546,1.356711205,-0.106045879,0.039097869,0.581240593,1.064395494,0.936972107,1.035649299
0.678552625,1.36507904,-0.106045897,0.039097864,0.581124442,1.071197084,0.943464683,1.043547184
0.686988959,1.375859577,-0.106045847,0.039097868,0.58093095,1.084803273,0.950120497,1.051361463
0.691378144,1.381104785,-0.106045855,0.039097867,0.580853823,1.091606423,0.957135117,1.058879975
0.698143185,1.388807381,-0.106045871,0.039097859,0.580758174,1.101810238,0.96446309,1.06607661
0.705105145,1.396326234,-0.106045836,0.039097864,0.580686383,1.112014185,0.969474435,1.070738776
0.709840178,1.401245138,-0.106045872,0.039097858,0.58063761,1.122218328,0.979812211,1.079703578
0.719496712,1.410885783,-0.106045856,0.039097857,0.580614239,1.132423053,0.985121785,1.084012702
0.726871917,1.417972997,-0.106045807,0.039097858,0.5806147,1.142627247,0.993221739,1.090289787
0.734342217,1.424954516,-0.106045854,0.039097857,0.580635949,1.152830974,1.001440684,1.096376723
0.741888837,1.431846327,-0.106045865,0.039097852,0.580677089,1.163034352,1.00968357,1.102395066
0.749504491,1.438658724,-0.106045795,0.039097855,0.580736922,1.173237474,1.01793623,1.108395735
0.757178113,1.445402513,-0.106045783,0.039097854,0.580814019,1.183440266,1.026210119,1.114369085
0.764903932,1.452084469,-0.106045819,0.039097852,0.580906608,1.193642628,1.034487674,1.120329448
0.772673177,1.458709565,-0.106045783,0.039097846,0.581013587,1.203844585,1.042765225,1.126290409
0.780468574,1.465299183,-0.106045786,0.039097846,0.581134227,1.214046308,1.051127485,1.132221055
0.788286697,1.471861043,-0.106045793,0.039097846,0.581267376,1.224247517,1.059698753,1.137857749
0.796128663,1.478393551,-0.106045771,0.039097842,0.581361544,1.231048078,1.06844155,1.143211697
0.801368248,1.482734108,-0.106045786,0.039097842,0.581510601,1.241248593,1.077306403,1.148355484
0.809243266,1.489225277,-0.106045794,0.039097843,0.581668991,1.251449103,1.086298452,1.153270387
0.817136104,1.495694699,-0.10604574,0.039097844,0.58183618,1.261649343,1.095465116,1.15792766
0.825046282,1.502141545,-0.106045759,0.039097839,0.582027567,1.271869498,1.104810716,1.162172586
0.832957547,1.508579397,-0.106045798,0.039097834,0.582678617,1.282168296,1.111119202,1.164819048
0.840867958,1.515017981,-0.106045756,0.039097836,0.583908506,1.29237673,1.120652919,1.168581267
0.848780391,1.521455662,-0.106045709,0.039097832,0.585556769,1.302533078,1.130281703,1.172089908
0.85669252,1.52789295,-0.106045742,0.039097832,0.587672466,1.312598672,1.139986625,1.175362093
0.861966665,1.532184972,-0.106045733,0.039097831,0.590268287,1.322563242,1.149757386,1.178434899
0.872514907,1.540769465,-0.106045691,0.039097832,0.593499321,1.332366354,1.159609,1.181256853
0.880422216,1.5472089,-0.106045729,0.039097827,0.597315661,1.341937793,1.16952248,1.183831757
0.888316101,1.553662921,-0.10604569,0.03909783,0.601610296,1.351294299,1.179481888,1.1862047
0.893571477,1.557974223,-0.106045707,0.039097826,0.606362612,1.360419841,1.189483137,1.188383368
0.90407196,1.566612031,-0.106045727,0.039097822,0.609762429,1.366376447,1.199519601,1.190376709
0.909316243,1.570938137,-0.106045673,0.039097824,0.615210157,1.375101996,1.209590032,1.192198916
0.919793818,1.579604235,-0.106045682,0.039097822,0.621017871,1.383577604,1.219693228,1.193832299
0.925028501,1.583942685,-0.106045719,0.039097821,0.627117827,1.391830477,1.229820668,1.195287289
0.932876644,1.590455395,-0.10604571,0.039097818,0.63347653,1.399879591,1.239967191,1.196584599
0.940713381,1.596978747,-0.106045641,0.039097818,0.64005946,1.407737131,1.250130247,1.197730311
0.948538853,1.60351595,-0.106045653,0.039097817,0.646838912,1.415420404,1.260306258,1.198731837
0.956356055,1.610064589,-0.106045668,0.039097817,0.653791288,1.422940467,1.270492131,1.199601794
0.964164929,1.616623148,-0.106045621,0.039097818,0.66089148,1.430314182,1.280685833,1.200353134
0.971966422,1.623190932,-0.106045647,0.039097813,0.668120281,1.437556293,1.287485286,1.200792167
0.979761797,1.629766498,-0.106045641,0.039097811,0.67546334,1.444678269,1.297688576,1.201362311
0.987550621,1.636348941,-0.106045622,0.039097808,0.680415086,1.449363655,1.307894574,1.201832784
0.995330818,1.642941473,-0.106045651,0.039097812,0.690410103,1.4586218,1.318099142,1.202227153
1.003103878,1.649543202,-0.106045626,0.039097806,0.697976673,1.465486587,1.328304969,1.202558213
1.010871533,1.656151624,-0.106045588,0.039097809,0.705600351,1.472285361,1.33851208,1.202828463
1.018634059,1.662766255,-0.10604561,0.039097806,0.710710426,1.476785512,1.348719825,1.203043797
1.026392093,1.669386637,-0.106045588,0.039097803,0.720988204,1.485716511,1.358926216,1.203208637
1.031562111,1.673802767,-0.106045613,0.039097803,0.728743413,1.492359474,1.369127412,1.203349607
1.039314486,1.680430102,-0.106045617,0.039097805,0.733932695,1.496762086,1.379329164,1.203478313
1.047062204,1.687062185,-0.106045533,0.039097793,0.741719444,1.5033523,1.389530845,1.203591798
1.054805444,1.693699726,-0.106045571,0.039097793,0.749508481,1.509938527,1.399732287,1.20369442
1.062544853,1.700342002,-0.102695136,0.039100362,0.757304958,1.516518485,1.4099306,1.203791291
1.07028057,1.706988672,-0.09328992,0.039280119,0.765104793,1.523092614,1.420126978,1.203903468
1.078013052,1.713639372,-0.083209956,0.039981384,0.772906718,1.529664349,1.430323792,1.204031951
1.085742879,1.720293265,-0.0731786,0.041194554,0.78071184,1.536232556,1.437121634,1.204123413
1.093470312,1.726950014,-0.063219276,0.042915437,0.788513743,1.542797821,1.447318291,1.204271204
1.101195095,1.733609888,-0.053357997,0.045140005,0.796294779,1.549384347,1.45751426,1.204431741
1.108917535,1.740272539,-0.043626602,0.047861443,0.804057015,1.55599462,1.467707626,1.204615385
1.116637964,1.74693763,-0.034051392,0.051073435,0.811806368,1.562620578,1.47790105,1.204823785
1.124356239,1.753605118,-0.024654516,0.054768477,0.819541396,1.569263423,1.48809508,1.205052384
1.132072394,1.760275099,-0.01545504,0.058938954,0.827263486,1.575922502,1.498288761,1.205300055
1.137215354,1.764723145,-0.006476615,0.063573984,0.834976551,1.582593539,1.508481189,1.205566856
1.144928076,1.771397191,0.0022574,0.068661519,0.842678948,1.589273567,1.518672682,1.205857794
1.155208847,1.78029925,0.010720956,0.074186371,0.850360523,1.595975952,1.528863992,1.206171444
1.162917559,1.786978116,0.016200267,0.078104415,0.85547055,1.600456893,1.539055017,1.206504645
1.168055764,1.791431721,0.024161173,0.08432358,0.863124874,1.607193022,1.549245553,1.206856715
1.175761652,1.798113735,0.031836938,0.090910702,0.870764687,1.613945345,1.559435491,1.207226784
1.183465957,1.804797691,0.039245261,0.097815032,0.878390438,1.620713646,1.569625074,1.207614746
1.191168791,1.811483351,0.046391655,0.105003451,0.886004604,1.627496166,1.579814339,1.208018579
1.19887061,1.818170422,0.0532952,0.112433687,0.893607475,1.634290481,1.590003238,1.208436534
1.206571844,1.824858375,0.059973876,0.120070662,0.901194651,1.641101671,1.596795658,1.208722426
1.214272534,1.831546886,0.066441302,0.12789111,0.908768462,1.647928812,1.610483963,1.209185392
1.219406037,1.836006208,0.072657347,0.135826244,0.91633214,1.654767841,1.620775719,1.208844672
1.227105956,1.842695664,0.078821646,0.143943322,0.923885923,1.661618095,1.631021251,1.207916087
1.237371847,1.851615805,0.082897797,0.149378437,0.931430986,1.668478617,1.637833353,1.207065082
1.24507068,1.858306424,0.088953678,0.157566516,0.93896918,1.675347424,1.64797743,1.205394488
1.252769056,1.864997584,0.094952603,0.165800593,0.946500672,1.682222919,1.658027446,1.203286759
1.260466974,1.871689356,0.100905692,0.174070191,0.954023334,1.689107811,1.667985942,1.20103245
