Euclidian 1,Euclidian 1,Euclidian 2,Euclidian 2,Manhatten 1,Manhatten 1,Manhatten 2,Manhatten 2
1.265598625,1.876150907,0.106818791,0.182370173,0.961537971,1.69600199,1.677926775,1.198753316
1.273295426,1.882843822,0.112698494,0.190699624,0.969045965,1.702903627,1.687862687,1.196443988
1.280991488,1.889537518,0.118619926,0.199022749,0.974047595,1.707508763,1.697796346,1.194146271
1.288686982,1.896231999,0.124588102,0.207306593,0.984042779,1.71672826,1.707770619,1.191805831
1.296381969,1.902927188,0.130584403,0.215566592,0.989036923,1.721341983,1.717674087,1.189128132
1.304076617,1.909622791,0.136616127,0.223800484,0.996524409,1.728266736,1.727476859,1.186132455
1.3117715,1.916318329,0.142682246,0.232008822,1.0040067,1.735196839,1.73720647,1.182918046
1.319466896,1.923013443,0.1487746,0.240197337,1.011484317,1.74213231,1.746853883,1.179464982
1.327162734,1.929707996,0.154903024,0.248369382,1.016467347,1.746758426,1.756417779,1.175753311
1.334859054,1.936401961,0.161113088,0.256483381,1.026428968,1.756015559,1.765849596,1.171716136
1.342555999,1.943095328,0.167397132,0.264536046,1.033896863,1.762962246,1.775149631,1.167406986
1.350253425,1.949788029,0.173735867,0.272544097,1.041362466,1.769911527,1.781290035,1.164414827
1.357951155,1.95648032,0.180129736,0.280507698,1.048826236,1.776862967,1.790406764,1.159745235
1.365649286,1.963172215,0.186572687,0.288429194,1.056288205,1.783816366,1.799417831,1.15487968
1.370781543,1.967633238,0.190888758,0.293691729,1.063748936,1.790771328,1.808317235,1.149808494
1.37848015,1.974324486,0.197389364,0.301562923,1.071208878,1.797727311,1.814185587,1.146325142
1.386179181,1.981015381,0.203945972,0.309394624,1.078668148,1.804683978,1.825793584,1.139158794
1.393878762,1.987705634,0.210558642,0.31717769,1.086126888,1.811641332,1.83439635,1.133626147
1.401579191,1.99439508,0.217215104,0.324919863,1.09109909,1.816279894,1.842918227,1.127973534
1.409280513,2.001083568,0.223912677,0.332625986,1.098556834,1.823238179,1.851363414,1.122214024
1.416982704,2.007770952,0.230646985,0.340298264,1.10601391,1.830197189,1.859739927,1.116358374
1.424685815,2.014457229,0.237411964,0.347941595,1.113470417,1.83715694,1.868055974,1.110420534
1.432389704,2.021142684,0.244207717,0.355559697,1.120926337,1.844117321,1.876316034,1.104407971
1.440094148,2.027827372,0.251043488,0.363142828,1.128381474,1.851078339,1.884524511,1.098328136
1.445230702,2.032283444,0.257914246,0.370692452,1.135835829,1.858040223,1.892686599,1.092189066
1.452935764,2.03896725,0.264812633,0.378215786,1.143289649,1.865002896,1.900806974,1.085999347
1.46320926,2.047878811,0.271737857,0.385713495,1.150743059,1.871966045,1.908895593,1.079771063
1.470914053,2.054562648,0.278687511,0.393187332,1.158196058,1.878929518,1.9169568,1.073508395
1.478618581,2.061246855,0.285657919,0.400640828,1.165648818,1.885893361,1.922316199,1.069314967
1.483754793,2.065703204,0.29264639,0.408076763,1.173101565,1.892857351,1.930335392,1.063000813
1.491458776,2.072388032,0.299652862,0.415496436,1.180554199,1.8998214,1.938332982,1.056660419
1.499162379,2.079073219,0.306679625,0.422896858,1.188006442,1.906785666,1.946310611,1.050295387
1.506865702,2.08575884,0.311374264,0.427820592,1.192974354,1.911428762,1.954269077,1.043907974
1.514568624,2.092444882,0.318428485,0.435193174,1.200425862,1.918393881,1.962216053,1.037511841
1.522301082,2.099120413,0.325497158,0.442551524,1.20787699,1.925359516,1.97015893,1.03111034
1.529839207,2.105870087,0.332578892,0.449896854,1.215327888,1.93232538,1.978096281,1.024702131
1.537157488,2.112894604,0.339671573,0.457230811,1.222779104,1.939291108,1.98602989,1.018289849
1.54430038,2.120107626,0.346774066,0.46455531,1.230231026,1.946256246,1.993960884,1.011874726
1.551247914,2.127507521,0.353886264,0.471870138,1.237683763,1.953220626,2.001889448,1.00545661
1.55799157,2.135092758,0.361006514,0.479176429,1.24513729,1.960184061,2.00981563,0.999038171
1.564533293,2.142854154,0.368133446,0.486475759,1.25259165,1.967146544,2.017747476,0.992628213
1.568786296,2.148121035,0.375266442,0.493769004,1.260046831,1.974108208,2.02568611,0.986226019
1.575099406,2.156118248,0.382404781,0.501056798,1.267502684,1.981069196,2.033628867,0.979828684
1.581376839,2.164147671,0.389547629,0.508339823,1.274959171,1.98802939,2.03892646,0.975566699
1.587602582,2.172211412,0.396694416,0.515618736,1.282416424,1.99498878,2.046876278,0.969177701
1.593800534,2.180307085,0.401460809,0.520469491,1.289874322,2.001947474,2.054829131,0.962791683
1.599987417,2.188414135,0.410997696,0.530166748,1.297332545,2.008905639,2.062783436,0.956407548
1.606169215,2.196526079,0.418153892,0.537436121,1.304791003,2.015863571,2.070741721,0.950030636
1.612343233,2.204643804,0.422926324,0.542280807,1.312249683,2.022821333,2.078706412,0.943661306
1.618608713,2.212729758,0.430087375,0.549545478,1.319708576,2.029778734,2.086676135,0.937297279
1.624972931,2.22072766,0.437251066,0.556807382,1.327167779,2.036735869,2.094649833,0.930938282
1.631408757,2.228663811,0.444416978,0.564066854,1.332140772,2.04137382,2.102627212,0.924583544
1.637919322,2.236537928,0.451583755,0.571324992,1.339600581,2.048330412,2.110607509,0.918232072
1.644513958,2.244350979,0.45875096,0.578582616,1.347060837,2.055286458,2.118590107,0.911884384
1.651223606,2.252068587,0.465918647,0.585839764,1.354521758,2.062241935,2.1265776,0.905543273
1.658036126,2.259691557,0.473086519,0.593096677,1.361983299,2.069196763,2.134569966,0.899207813
1.664933404,2.26723513,0.480254413,0.600353476,1.369445372,2.076150927,2.142565879,0.892876501
1.671911315,2.274701428,0.487422464,0.607610217,1.376908304,2.08310432,2.147898346,0.888657957
1.679031637,2.282090572,0.49459038,0.614866856,1.384372389,2.090056631,2.1558997,0.882333457
1.686473678,2.289177429,0.501757411,0.622124179,1.391837524,2.097007689,2.163903866,0.87601209
1.694194846,2.295944347,0.508923873,0.629382281,1.399303539,2.103957687,2.171910198,0.869693367
1.699452593,2.300322407,0.516090292,0.636640625,1.406770241,2.110906954,2.179919273,0.863378877
1.707509211,2.306671704,0.520867925,0.641479462,1.411748254,2.115539524,2.187931659,0.857068201
1.715750321,2.312771943,0.528034397,0.648737635,1.419215082,2.122488262,2.195946578,0.850760446
1.724130074,2.318659606,0.535200852,0.655995803,1.426681597,2.129437231,2.203963781,0.844455599
1.73261689,2.324378125,0.5423671,0.663254188,1.434147987,2.136386519,2.211983135,0.838153411
1.741200417,2.329945922,0.549532455,0.670513206,1.441614435,2.143335916,2.220004367,0.831853341
1.749798438,2.335423143,0.556696783,0.677773104,1.449080826,2.150285243,2.228022249,0.825419995
1.758379633,2.340933474,0.563860184,0.685033969,1.456547001,2.157234626,2.235737576,0.818673085
1.766956785,2.34644858,0.571022573,0.692295908,1.464012959,2.16418428,2.240752199,0.814019031
1.775518234,2.351981605,0.578183878,0.699558858,1.471478509,2.171134408,2.248133468,0.806914664
1.781212187,2.355688812,0.58534408,0.70682281,1.478943551,2.178084961,2.255334044,0.799626531
1.792630089,2.363134288,0.592503181,0.714087897,1.486408249,2.185035913,2.262357497,0.792174573
1.801373391,2.368485952,0.597275178,0.718931993,1.493872574,2.191987375,2.26924824,0.784628585
1.810256825,2.373587541,0.606817566,0.72862173,1.501336527,2.198939216,2.276049853,0.776926043
1.816234461,2.376890902,0.611588019,0.733467401,1.508800242,2.205891252,2.282510753,0.768958557
1.825289963,2.381673202,0.618742776,0.740736779,1.516263668,2.212843644,2.288688515,0.760773613
1.834461461,2.38625652,0.625896727,0.748007033,1.523726649,2.219796513,2.294656363,0.752438273
1.843823398,2.390489034,0.633049919,0.755278102,1.531189335,2.226749685,2.30040252,0.743952155
1.853317569,2.394381333,0.640201929,0.762550101,1.536164382,2.231385269,2.305935845,0.735336312
1.862911316,2.398001509,0.647352702,0.769823294,1.543626704,2.238338852,2.311307537,0.726631582
1.872597778,2.401351354,0.654502464,0.777097652,1.553575881,2.24761084,2.316563426,0.717862791
1.882359154,2.404454256,0.661651353,0.784372939,1.558550248,2.252247138,2.321680181,0.708962389
1.892198195,2.407335095,0.668799269,0.791649037,1.566011553,2.259201798,2.326464901,0.699896254
1.902127481,2.409911304,0.675946241,0.798926102,1.573472624,2.266156729,2.330984746,0.690698654
1.91212621,2.41217975,0.683092314,0.806204152,1.580933372,2.273112002,2.335290409,0.681399967
1.922176172,2.414187223,0.690237571,0.813482954,1.588393773,2.280067593,2.339357006,0.671983618
1.932271575,2.415941146,0.697382178,0.820762411,1.595854002,2.287023499,2.343117565,0.662442871
1.942408717,2.417443792,0.704525961,0.828042677,1.603314125,2.293979537,2.346618266,0.652816144
1.952578382,2.418685666,0.711668741,0.835323899,1.610774167,2.300935612,2.349923458,0.643126415
1.962768486,2.419695744,0.71881038,0.842606044,1.618411196,2.307864436,2.352021986,0.636633511
1.969570495,2.420256129,0.725950731,0.849889427,1.626356761,2.314333646,2.355019299,0.62684935
1.979783994,2.420930314,0.733089798,0.857174226,1.634505842,2.320544863,2.357856883,0.617021105
1.990005689,2.421416244,0.737848573,0.862031413,1.642797229,2.326578965,2.360532185,0.607145545
2.000229634,2.421734888,0.744986232,0.869317775,1.648404489,2.330483099,2.363043979,0.597228143
2.010453803,2.421905497,0.752123479,0.87660455,1.656918408,2.336166634,2.36540554,0.58727763
2.020678743,2.421938297,0.759260539,0.883891654,1.665485133,2.34172577,2.367628174,0.57729642
2.030900596,2.421843257,0.766397673,0.891178866,1.673991838,2.347304364,2.369719817,0.567290159
2.04111503,2.421636753,0.773535016,0.898465785,1.68523803,2.354906859,2.371699999,0.557264198
2.04792154,2.421458737,0.780672647,0.905752428,1.690822457,2.358760019,2.373580828,0.547220705
2.058127689,2.421137356,0.787810353,0.913038994,1.699144072,2.364621195,2.374782092,0.540516045
2.068331921,2.420752461,0.79494788,0.920325554,1.707395707,2.370579308,2.376510755,0.530448348
2.078532525,2.42031008,0.802085164,0.927612411,1.715585474,2.376627104,2.378175128,0.520374763
2.088725611,2.419820916,0.809222179,0.934899528,1.723719951,2.382753075,2.37978776,0.510293621
2.098915091,2.419319663,0.816358951,0.942186813,1.731873542,2.38893071,2.381349228,0.500204687
2.109104537,2.418810487,0.823495472,0.949474448,1.740209894,2.39489687,2.382864771,0.49010973
2.119293028,2.41828717,0.830631767,0.956762291,1.74870499,2.400620462,2.384342471,0.480013137
2.129480754,2.417754546,0.837768074,0.964050143,1.757311637,2.406173654,2.385808099,0.469917108
2.139664847,2.417218451,0.844904685,0.97133784,1.766091428,2.411513294,2.387265836,0.459819773
2.149848358,2.416701882,0.852041608,0.97862531,1.775105938,2.416444689,2.388711377,0.44972093
2.160033558,2.416203346,0.856799684,0.983483419,1.784308396,2.421004686,2.390148891,0.439621289
2.170219453,2.415715807,0.866316191,0.993199247,1.793627384,2.425277702,2.391581786,0.429523585
2.180405943,2.415242079,0.871074528,0.998057109,1.803060362,2.429288241,2.393027051,0.419428671
2.190591086,2.414784872,0.878211799,1.005343948,1.812586458,2.433052883,2.394483981,0.40933485
2.197381458,2.414497407,0.885348676,1.012631068,1.822179806,2.436619957,2.395947536,0.399241953
2.207568001,2.41408986,0.892485421,1.019918484,1.828611738,2.438907168,2.397419178,0.389150173
2.217756738,2.41370638,0.897243242,1.024776867,1.838352844,2.44211308,2.398900232,0.379061244
2.231342933,2.413231225,0.906758998,1.034493452,1.848177158,2.445041075,2.400401298,0.368975817
2.241532643,2.412901735,0.913896168,1.041780579,1.858059865,2.447731223,2.401412743,0.362253854
2.248326146,2.412698412,0.921033611,1.049067467,1.868003372,2.450191703,2.40345539,0.348811723
2.258517317,2.41241617,0.928171078,1.056354189,1.878006008,2.45241774,2.404486443,0.342092133
2.268709932,2.41215785,0.935355164,1.063637831,1.888062691,2.454383738,2.40604497,0.332014666
2.278903167,2.411921961,0.94278069,1.070723166,1.894790881,2.455557839,2.407622306,0.321941281
2.289099608,2.411705948,0.950425688,1.077554209,1.908288495,2.457610976,2.409218978,0.311870627
2.299206284,2.411667905,0.958226487,1.084199714,1.918443586,2.458906887,2.410832153,0.30180183
2.305949936,2.411941563,0.966188264,1.090647805,1.928617949,2.460008581,2.412460508,0.291735302
2.319382193,2.413088716,0.974292984,1.096904021,1.938805809,2.460938216,2.414103439,0.281671431
2.329388106,2.414504514,0.979757913,1.100988742,1.94900387,2.461713567,2.415762716,0.271610351
2.339334125,2.416404573,0.988026699,1.107006141,1.95921011,2.462344589,2.41743737,0.261551449
2.349245774,2.418597184,0.996376581,1.112904187,1.969418713,2.462844508,2.41912521,0.251494417
2.35909773,2.421040154,1.004719988,1.118756504,1.979627994,2.463245811,2.42082512,0.24143928
2.368889389,2.423739859,1.013031003,1.124652589,1.986435181,2.463465018,2.422536242,0.23138589
2.37538785,2.425653247,1.021330217,1.130575769,1.996647838,2.463719585,2.424257674,0.221333979
2.385100262,2.428668356,1.029604542,1.136525534,2.006860875,2.463892698,2.425988226,0.21128349
2.394763919,2.431841323,1.035103536,1.140514728,2.017072502,2.463990744,2.427727239,0.20123442
2.404447368,2.435084326,1.043328891,1.146531371,2.027277791,2.464045544,2.429474155,0.191186562
2.414147738,2.438260705,1.054333184,1.15458671,2.037483595,2.464070185,2.430642898,0.184488587
2.423855889,2.441410221,1.062794322,1.160379286,2.04768903,2.464061676,2.43240087,0.174442236
2.433578529,2.444519766,1.071396787,1.165934887,2.057893653,2.464026344,2.434163779,0.164396621
2.443324628,2.44757411,1.080123819,1.171303206,2.068093669,2.463973045,2.435931109,0.154351663
2.453024165,2.450603222,1.086009862,1.174768291,2.078291029,2.463931833,2.437702415,0.144307309
2.462597662,2.453945363,1.094952624,1.179790072,2.088488946,2.463905264,2.438885239,0.13761146
2.472063621,2.45760854,1.1041118,1.184449095,2.098687088,2.463886173,2.441255607,0.124220516
2.48144146,2.461489876,1.113429154,1.188766087,2.108885291,2.463877658,2.443037534,0.114177973
2.490715135,2.465617028,1.122853682,1.192798312,2.119080994,2.463882356,2.444207151,0.107504606
2.49988867,2.46998014,1.132387639,1.196564413,2.125877492,2.463902425,2.444266767,0.107105478
2.508983513,2.474524064,1.14201646,1.200079584,2.136072267,2.463955106,2.444267909,0.107104175
2.517584979,2.478991383,1.151754312,1.203303395,2.146268454,2.464029888,2.444268026,0.107108158
2.522330204,2.481537543,1.161573027,1.206244324,2.15646412,2.464126203,2.444268377,0.107109828
2.523491615,2.482177248,1.171456768,1.208942686,2.166658348,2.464243985,2.444268926,0.107108596
2.523491007,2.482177459,1.181398234,1.211407193,2.176750996,2.464605276,2.444270196,0.107104246
2.523487021,2.482176113,1.191386758,1.213655558,2.186828725,2.465480111,2.44427083,0.107102895
2.52348417,2.482175088,1.201420019,1.215703976,2.196856317,2.466804081,2.44427068,0.10710525
2.523485767,2.482176433,1.211496966,1.217529955,2.206804165,2.468597895,2.444270154,0.107108296
2.52348944,2.482178741,1.218234889,1.218625473,2.216679802,2.47085771,2.444270065,0.107107738
2.523490574,2.482179509,1.228363199,1.220104589,2.226498678,2.4734118,2.444270081,0.10710557
2.523488422,2.482178232,1.238515855,1.22139465,2.236249704,2.476221081,2.444269927,0.107104015
2.523486135,2.482176468,1.248688175,1.222502825,2.24592336,2.479303951,2.444269383,0.107104669
2.523486343,2.482175876,1.258871218,1.223449724,2.252332645,2.481487585,2.444268645,0.10710658
2.52348855,2.482176449,1.269064179,1.224257622,2.261880065,2.484931298,2.444268084,0.107107571
2.523490342,2.482176841,1.27926461,1.224936222,2.271213093,2.488794045,2.444267866,0.107106657
2.523490039,2.482176196,1.289470401,1.225495575,2.280346037,2.493114787,2.444267791,0.107105077
2.523488337,2.482175002,1.299675864,1.225949725,2.289318547,2.49781822,2.444267609,0.107104558
2.523487504,2.482174437,1.309880458,1.226335047,2.298111509,2.502855653,2.444267288,0.107105443
2.523487576,2.482174549,1.320086628,1.226660871,2.306724399,2.508198644,2.444266981,0.107106532
2.52348885,2.482175487,1.330293898,1.226924331,2.31519855,2.513807514,2.44426687,0.107106708
2.523489657,2.482176297,1.340501699,1.227131912,2.323717142,2.519453856,2.44426696,0.107105895
2.523489054,2.482176454,1.350705748,1.227292579,2.332269227,2.525029774,2.444267091,0.107105066
2.523487723,2.482176238,1.360907374,1.227437854,2.340832016,2.530587397,2.444267125,0.107104983
2.523486862,2.482176362,1.371109523,1.227570322,2.349429361,2.536096328,2.444267086,0.107105562
2.523487034,2.482177048,1.38131159,1.227684077,2.358105402,2.541534234,2.444267056,0.107106269
2.523487684,2.482177988,1.391513432,1.227784389,2.36398655,2.545019998,2.444267139,0.107106342
2.523487881,2.482178463,1.401711935,1.227876574,2.375935038,2.551651368,2.444267315,0.107105835
2.523487473,2.482178736,1.408509922,1.227947296,2.385025604,2.556373527,2.44426749,0.107105357
2.523486355,2.482178674,1.418706182,1.228065797,2.391145456,2.559401594,2.44426758,0.107105432
2.523486038,2.482178842,1.428903845,1.228194638,2.400406515,2.563771116,2.444267612,0.107105888
2.523486352,2.482179283,1.43910091,1.228334197,2.4097334,2.567959116,2.444267649,0.10710623
2.523486777,2.482179721,1.449295746,1.228487078,2.418953829,2.572208158,2.444267756,0.107106082
2.523486749,2.482179832,1.459489101,1.228667837,2.428084916,2.576670068,2.444267888,0.107105692
2.52348634,2.482179672,1.469682518,1.22887571,2.437150328,2.581272357,2.444267975,0.107105502
2.523486084,2.482179544,1.479875836,1.229105217,2.446126377,2.58604152,2.444268004,0.107105622
2.523486028,2.482179487,1.490068813,1.229356711,2.455006363,2.590986956,2.444267989,0.107105934
2.523486338,2.482179609,1.500260281,1.229630531,2.463796358,2.596094391,2.444267989,0.107106069
2.523486645,2.482179691,1.510450916,1.229932701,2.472497136,2.601353017,2.444268026,0.107105964
2.523486724,2.482179631,1.517244359,1.230148642,2.480878477,2.606619681,2.44426807,0.107105745
2.523486568,2.482179417,1.527434752,1.230490765,2.486393124,2.610199556,2.444268076,0.107105681
2.523486388,2.482179189,1.537624397,1.230854317,2.486500938,2.610269482,2.444268056,0.107105796
2.523486471,2.482179118,1.547813422,1.231238493,2.48649852,2.610266461,2.444268033,0.107105882
2.523486745,2.482179145,1.558001608,1.231643806,2.486494721,2.610263033,2.444268014,0.1071059
2.523486912,2.482179132,1.568189395,1.232068462,2.486494334,2.610261372,2.44426801,0.107105857
2.523486849,2.482179006,1.578376835,1.23250993,2.4864965,2.610262015,2.444268001,0.107105765
2.523486758,2.48217887,1.588563725,1.232967331,2.486500461,2.610263351,2.444268004,0.107105646
2.523486742,2.482178792,1.598899421,1.23330474,2.486501947,2.61026298,2.444267979,0.10710566
2.523486869,2.482178809,1.609189661,1.23296965,2.486500564,2.610260561,2.444267947,0.107105755
2.523487023,2.482178866,1.619434352,1.232046853,2.486499147,2.610257885,2.444267917,0.107105815
2.523487033,2.482178843,1.629633686,1.230701236,2.486500033,2.61025666,2.4442679,0.107105808
2.523486979,2.482178802,1.639757742,1.228897229,2.486502607,2.610256687,2.444267902,0.10710574
2.523486939,2.482178782,1.649757835,1.226716223,2.486504504,2.610256498,2.444267897,0.107105671
2.52348696,2.482178792,1.659715169,1.224467051,2.486504356,2.61025532,2.444267905,0.107105584
2.52348702,2.482178838,1.666348868,1.222983592,2.486503174,2.610253743,2.444267887,0.107105619
2.523487003,2.482178846,1.676299623,1.220728421,2.486502546,2.610252925,2.44426787,0.107105686
2.523486955,2.482178839,1.686246018,1.218475633,2.486503248,2.610253321,2.444267862,0.10710568
2.523486969,2.482178877,1.696195303,1.216242304,2.486504383,2.610254244,2.444267872,0.107105604
2.523487021,2.482178929,1.706182539,1.213931812,2.486504588,2.610254829,2.444267875,0.107105583
2.52348699,2.482178935,1.716090302,1.211231467,2.486503634,2.610254803,2.444267861,0.107105645
2.523486936,2.482178927,1.725887195,1.208145438,2.486502755,2.610254694,2.444267867,0.107105632
2.523486949,2.482178946,1.735568658,1.204764105,2.486501881,2.610254934,2.444267878,0.107105569
2.523487004,2.482178994,1.745144812,1.201088566,2.486501918,2.610255817,2.444267876,0.107105589
2.523486986,2.482178997,1.754609622,1.197109694,2.486502279,2.610256933,2.444267868,0.107105613
2.52348694,2.482178981,1.763915124,1.192775533,2.486502185,2.610257728,2.444267881,0.107105561
2.523486944,2.482178991,1.773066833,1.188151802,2.48650141,2.610258032,2.444267881,0.107105572
2.523486999,2.482179026,1.78209372,1.183302705,2.486500506,2.61025818,2.444267878,0.107105611
2.523487005,2.482179032,1.790999467,1.178245519,2.486500101,2.610258579,2.44426788,0.107105584
2.52348698,2.482179017,1.799794461,1.1730103,2.486500225,2.610259243,2.444267896,0.107105524
2.523487017,2.482179041,1.808494642,1.167614092,2.48650034,2.610259652,2.444267893,0.107105538
2.523487,2.48217903,1.817079259,1.162032949,2.48650016,2.610260075,2.444267891,0.107105561
2.523486996,2.482179013,1.825545535,1.156280436,2.486499697,2.610260071,2.444267899,0.107105519
2.523487047,2.482179038,1.83113226,1.152364669,2.48649938,2.610260071,2.444267892,0.107105539
2.523487038,2.482179028,1.839442355,1.146349991,2.486499383,2.610260173,2.444267895,0.107105531
2.523487012,2.482179008,1.847460139,1.139888761,2.486499585,2.610260389,2.444267898,0.107105499
2.523487052,2.482179017,1.855156143,1.133057396,2.486499747,2.610260523,2.444267897,0.107105524
2.523487081,2.48217903,1.862562489,1.125945375,2.486499705,2.610260469,2.444267897,0.107105497
2.523487056,2.48217901,1.869704228,1.118573855,2.486499534,2.610260285,2.4442679,0.107105484
2.523487056,2.482179008,1.876600597,1.110987939,2.486499514,2.610260125,2.444267896,0.107105504
2.523487106,2.482179032,1.883303456,1.103242338,2.486499636,2.610260119,2.444267902,0.107105464
2.5234871,2.482179014,1.889834422,1.095366846,2.486499863,2.610260128,2.444267892,0.107105486
2.523487072,2.482178994,1.896293758,1.08747208,2.486499978,2.610260059,2.444267893,0.107105481
2.523487127,2.482179021,1.902752298,1.07957375,2.486499956,2.61025989,2.444267898,0.107105438
2.523487114,2.482179011,1.909190964,1.071659425,2.486499977,2.610259762,2.444267894,0.107105462
2.52348713,2.482179024,1.91562162,1.06374021,2.486500041,2.610259666,2.444267893,0.107105438
2.523487136,2.482179018,1.919906374,1.058458409,2.486500155,2.610259619,2.444267893,0.10710543
2.523487112,2.482179001,1.926323349,1.050525325,2.486500279,2.610259588,2.444267891,0.107105447
2.523487129,2.482179018,1.932724002,1.042577832,2.486500315,2.610259522,2.44426789,0.107105424
2.523487182,2.482179046,1.93911253,1.034602806,2.486500299,2.610259431,2.444267893,0.107105415
2.523487151,2.482179028,1.945319558,1.026429623,2.486500337,2.610259388,2.444267888,0.107105438
2.523487139,2.482179013,1.951261085,1.018073222,2.486500409,2.610259388,2.444267889,0.107105395
2.52348719,2.482179045,1.956995401,1.009579979,2.48650042,2.610259377,2.44426789,0.107105388
2.523487186,2.482179042,1.962510796,1.000943917,2.486500404,2.61025934,2.44426788,0.107105429
2.523487157,2.482179025,1.967811058,0.992179961,2.486500439,2.610259345,2.444267887,0.107105401
2.523487188,2.482179036,1.972899499,0.983255004,2.486500458,2.610259357,2.444267891,0.107105353
2.523487208,2.48217905,1.977606159,0.974126417,2.486500412,2.610259327,2.444267887,0.107105382
2.523487197,2.482179041,1.981946191,0.964822409,2.486500418,2.610259348,2.44426788,0.10710539
2.523487223,2.482179055,1.985979722,0.955385557,2.486500466,2.610259397,2.44426789,0.107105333
2.523487195,2.482179043,1.989706353,0.945826709,2.486500441,2.610259401,2.444267887,0.107105344
2.523487204,2.48217904,1.993127076,0.936149444,2.486500413,2.610259399,2.444267882,0.107105375
2.523487245,2.482179068,1.996204219,0.926360294,2.486500446,2.610259447,2.444267887,0.107105331
2.52348725,2.482179069,1.998083392,0.919785352,2.486500428,2.610259458,2.444267886,0.107105323
2.523487215,2.482179046,2.000671546,0.909866643,2.486500387,2.610259453,2.444267879,0.107105355
2.523487247,2.482179058,2.002989117,0.899881909,2.486500403,2.610259481,2.444267881,0.107105358
2.52348728,2.482179081,2.005046493,0.889843011,2.486500445,2.610259534,2.444267889,0.107105295
2.523487241,2.482179049,2.006858978,0.87976203,2.486500419,2.610259525,2.44426789,0.107105283
2.52348725,2.482179059,2.00845095,0.869646325,2.486500364,2.610259501,2.444267883,0.107105316
2.523487297,2.482179082,2.00984295,0.859507263,2.486500367,2.610259519,2.444267887,0.107105282
2.523487267,2.482179066,2.011057433,0.849348155,2.486500424,2.610259562,2.444267885,0.107105294
2.523487249,2.482179045,2.012124407,0.839204264,2.486500439,2.610259579,2.444267884,0.107105302
2.523487303,2.482179079,2.013493611,0.829192748,2.486500393,2.610259556,2.44426789,0.10710525
2.523487326,2.482179091,2.015314652,0.819220195,2.486500393,2.610259554,2.444267883,0.107105265
2.523487297,2.48217907,2.017425981,0.809313736,2.486500447,2.610259592,2.444267877,0.1071053
2.523487323,2.482179077,2.019900401,0.799492455,2.486500436,2.610259584,2.444267886,0.107105254
2.523487322,2.482179077,2.022703015,0.789711383,2.486500422,2.610259573,2.444267886,0.107105224
2.523487304,2.482179066,2.025598055,0.779957959,2.486500459,2.610259597,2.444267882,0.10710526
2.523487329,2.482179075,2.028592399,0.770233295,2.486500445,2.610259577,2.444267879,0.107105251
2.523487362,2.482179097,2.031729366,0.760552957,2.48650045,2.610259577,2.444267891,0.107105196
2.523487322,2.482179066,2.03388914,0.754120593,2.48650048,2.610259591,2.44426788,0.107105232
2.523487327,2.482179072,2.037214323,0.744512781,2.486500461,2.610259576,2.444267881,0.107105244
2.52348739,2.48217911,2.040907012,0.735110517,2.486500484,2.610259582,2.444267881,0.107105211
2.523487389,2.482179108,2.04505984,0.725900638,2.486500496,2.610259587,2.444267891,0.107105164
2.523487338,2.482179073,2.049603711,0.716849478,2.486500481,2.610259572,2.444267878,0.107105213
2.523487339,2.482179067,2.054502246,0.707984933,2.48650052,2.610259589,2.444267882,0.107105196
2.52348741,2.482179109,2.059725359,0.699272419,2.486500515,2.610259582,2.444267885,0.107105159
2.523487436,2.482179126,2.06503009,0.690562929,2.486500485,2.61025956,2.444267881,0.107105179
2.523487386,2.482179089,2.070337068,0.681859663,2.48650049,2.610259563,2.444267884,0.107105152
2.52348739,2.482179096,2.075694432,0.67318578,2.486500546,2.610259594,2.444267885,0.107105155
2.523487441,2.482179124,2.079275306,0.667408068,2.48650056,2.6102596,2.444267881,0.107105174
2.523487401,2.482179092,2.086440718,0.655850262,2.486500516,2.610259573,2.444267883,0.107105125
2.523487425,2.482179108,2.091820028,0.647159167,2.486500513,2.610259564,2.444267882,0.107105127
2.523487456,2.48217912,2.097039717,0.638350765,2.48650057,2.610259603,2.444267875,0.107105163
2.52348742,2.482179103,2.102071225,0.629441377,2.486500574,2.610259605,2.44426788,0.107105146
2.52348742,2.482179095,2.105355019,0.623464228,2.48650055,2.610259587,2.444267888,0.107105092
2.523487484,2.482179132,2.110161393,0.614436202,2.486500583,2.610259605,2.444267878,0.107105122
2.523487488,2.482179133,2.114831307,0.605337335,2.486500577,2.610259601,2.444267886,0.107105084
2.523487463,2.482179118,2.119386381,0.59619955,2.486500576,2.6102596,2.444267883,0.107105101
2.523487495,2.482179136,2.124069241,0.587206092,2.486500604,2.610259618,2.444267873,0.107105123
2.523487475,2.482179116,2.129012493,0.578339567,2.486500585,2.610259608,2.444267888,0.107105051
2.523487477,2.482179118,2.134141637,0.569573393,2.486500589,2.610259607,2.444267885,0.107105054
2.523487527,2.482179146,2.139476677,0.560931855,2.486500621,2.610259628,2.444267876,0.107105098
2.523487508,2.482179136,2.144999952,0.552364923,2.486500602,2.610259617,2.44426788,0.107105069
2.523487481,2.482179114,2.150477814,0.543744338,2.486500617,2.610259622,2.444267884,0.107105031
2.523487525,2.482179136,2.155878095,0.53508113,2.486500638,2.610259639,2.444267878,0.107105072
2.523487549,2.482179148,2.161260357,0.526406375,2.486500616,2.610259622,2.444267875,0.107105069
