acc_x, acc_y, angular_z, stamp, 
0.003958702087402344, -0.019398272037506104, 1.0511421158120097e-11, 1727989831600846972, 
0.016729652881622314, -0.008488178253173828, -8.128332577426945e-12, 1727989831661705159, 
0.007722735404968262, 0.0006007552146911621, -1.433440561037466e-11, 1727989831693047442, 
0.0003800392150878906, 0.015037953853607178, -4.203724682490879e-11, 1727989831719698232, 
-0.0013672709465026855, 0.006023228168487549, -2.5100139925576912e-11, 1727989831749725182, 
0.0004031062126159668, -0.0012091994285583496, -9.79104335002921e-12, 1727989831780759875, 
0.012939512729644775, -0.0012478232383728027, -8.827345112111056e-12, 1727989831810762603, 
-0.021269559860229492, 0.01510322093963623, -8.78950418586809e-12, 1727989831840789731, 
0.0038642287254333496, -0.011694729328155518, -1.6720262086718495e-11, 1727989831871691732, 
0.011003613471984863, 0.013505220413208008, -2.0735623780128625e-11, 1727989831902958850, 
-0.02859210968017578, 0.020743370056152344, -1.5726313386825968e-11, 1727989831933281397, 
0.034284234046936035, 0.006218314170837402, -1.385640260315332e-11, 1727989831960848412, 
0.008841216564178467, -0.019102156162261963, 3.2471887183721952e-12, 1727989831983104448, 
-0.003963351249694824, 0.01482456922531128, -6.45694208831832e-13, 1727989832013004423, 
0.005012154579162598, -0.019539594650268555, -3.682948514525546e-11, 1727989832041278344, 
-0.002242743968963623, -0.010806500911712646, -5.994351839279876e-11, 1727989832070967315, 
-0.0075269341468811035, 0.0070534348487854, -3.692547916104826e-11, 1727989832093111639, 
-0.0003466010093688965, 0.00695955753326416, -1.2755397693806054e-10, 1727989832131009327, 
0.003232121467590332, 0.026653766632080078, -6.682900289752831e-11, 1727989832161244885, 
0.01027601957321167, 0.01569831371307373, -1.0365133407249965e-10, 1727989832191217887, 
0.006593942642211914, 0.003021061420440674, -1.4107289263694176e-10, 1727989832223187111, 
0.008180439472198486, -0.004285871982574463, 1.94330755498197e-06, 1727989832253855666, 
-0.02431201934814453, 0.002927064895629883, -3.458492059368152e-10, 1727989832290120689, 
0.0008742809295654297, -0.0025133490562438965, -2.064242734479732e-10, 1727989832321320539, 
0.0044252872467041016, -0.025805771350860596, -1.8661874431534996e-10, 1727989832351246928, 
0.004406392574310303, -0.007697343826293945, -1.284929094788343e-10, 1727989832383328953, 
-0.011857092380523682, 0.00138932466506958, -1.1182578294585214e-10, 1727989832413936961, 
-0.009883522987365723, 0.015978991985321045, -6.373299940643403e-11, 1727989832441247152, 
0.018707096576690674, 0.023226380348205566, -4.257218491825536e-11, 1727989832471226582, 
-0.0028742551803588867, -9.012222290039062e-05, -1.9716802736342126e-06, 1727989832501457503, 
-0.00802391767501831, -0.030439019203186035, -9.82206466687819e-12, 1727989832531410237, 
0.01736849546432495, 0.0038613080978393555, 5.056534299253964e-12, 1727989832561420228, 
0.0014353394508361816, -0.023119747638702393, -3.625589075902926e-13, 1727989832591319149, 
0.00878065824508667, -0.0015171170234680176, -1.9363315354619043e-12, 1727989832623243590, 
-0.004118025302886963, -0.001534581184387207, -1.9237969667916416e-06, 1727989832654226412, 
-0.009451806545257568, 0.009534001350402832, 1.2728876256690237e-11, 1727989832681663565, 
-0.014669656753540039, -0.02619403600692749, 3.992846386857208e-12, 1727989832703209221, 
-0.003765702247619629, -0.004395842552185059, -2.3909352846601907e-11, 1727989832734901238, 
-0.0161094069480896, -0.005962789058685303, -9.356881895389492e-11, 1727989832761488519, 
0.012696385383605957, 0.012072205543518066, -6.600784877312087e-11, 1727989832783210080, 
0.009245455265045166, -0.01833951473236084, -1.7515687779619445e-10, 1727989832814830963, 
-0.012038052082061768, 0.006973922252655029, -2.350035650047373e-10, 1727989832841551797, 
-0.0029438138008117676, -0.01098024845123291, -2.882772966104234e-10, 1727989832871579057, 
-0.002619147300720215, 0.0017156004905700684, -2.1703447540242384e-10, 1727989832895046527, 
-0.03115224838256836, 0.01967555284500122, -5.951493754365984e-10, 1727989832931566769, 
-0.03254854679107666, -0.0018791556358337402, -4.2878378902926547e-10, 1727989832961571469, 
-0.019701242446899414, 0.008752644062042236, -4.825019439661871e-10, 1727989832991591198, 
-0.01389378309249878, -0.012930154800415039, 1.8837835233269053e-06, 1727989833023225629, 
-0.0032169222831726074, 0.004828453063964844, -3.1378339644020034e-10, 1727989833054896296, 
0.013079285621643066, -0.01501554250717163, -2.970501059191344e-10, 1727989833081653542, 
-0.01723843812942505, 0.004779458045959473, -1.5558589006017392e-10, 1727989833103005101, 
-0.024037957191467285, 0.017425060272216797, -2.8985614905763623e-10, 1727989833134944492, 
-0.014882326126098633, 0.006455123424530029, -3.1449690666904127e-10, 1727989833161782969, 
0.01961374282836914, -0.022395312786102295, -1.9964330958638755e-10, 1727989833191755718, 
0.016011953353881836, 0.01695835590362549, -6.869817919175938e-11, 1727989833215543247, 
0.01610010862350464, -0.013804852962493896, 1.6443322909240116e-06, 1727989833251793079, 
0.014515578746795654, 0.025548934936523438, 1.98531344786157e-06, 1727989833281819174, 
-0.007187247276306152, 0.01796025037765503, 1.9855333359315183e-06, 1727989833311843776, 
0.01427149772644043, 0.0014830231666564941, 5.2533329207069e-10, 1727989833343241067, 
-0.03286778926849365, -0.025655090808868408, 5.340331398518418e-10, 1727989833374882269, 
-0.009625434875488281, 0.008619189262390137, 4.811311430364605e-10, 1727989833401991042, 
0.013242721557617188, -0.0004995465278625488, 3.42437493015432e-10, 1727989833432058644, 
-0.0029063820838928223, -0.011241495609283447, 1.6752692710925717e-10, 1727989833454907713, 
-0.005166351795196533, 0.00306016206741333, 2.9292443338933523e-10, 1727989833491947958, 
-0.026644408702850342, -0.027496516704559326, 1.720286304172487e-10, 1727989833521926884, 
-0.004771590232849121, 0.02459883689880371, 1.966916424508473e-06, 1727989833552233531, 
0.01856774091720581, -0.00243300199508667, 2.378339759186573e-10, 1727989833582837807, 
