e, e_dot, e_int, stamp, 
2.704163456597992, 0.0, 0.2755352919290142, 1729805844, 194033233, 
2.703536619985905, -0.004347671259144173, 0.2702005608807238, 1729805844, 242092418, 
2.700657507292479, -0.02001863030196494, 0.2954148270818902, 1729805844, 303333356, 
2.6985824554667293, -0.039723727316321324, 0.2430775580156073, 1729805844, 332090293, 
2.6919711179623436, -0.05543292986803117, 0.26697047246252625, 1729805844, 402318713, 
2.6860408262305255, -0.06965220592117455, 0.3281217566901614, 1729805844, 453969048, 
2.680388332566523, -0.08651746266475745, 0.24364327724186916, 1729805844, 493022799, 
2.6723070744409188, -0.1021424075054597, 0.23857201154194724, 1729805844, 543002450, 
2.662711941610408, -0.11785347050383092, 0.26714900089608334, 1729805844, 593011105, 
2.652473560983476, -0.13311516345075378, 0.26453495772392605, 1729805844, 642358395, 
2.6401923757421106, -0.13666931539461694, 0.2916589128975545, 1729805844, 702996671, 
2.619822560865364, -0.13520231645751046, 0.42449210526451114, 1729805844, 803303503, 
2.601184565760732, -0.13617659158638926, 0.5005557413368841, 1729805844, 894019329, 
2.5794604925779483, -0.1416343869956264, 0.49327505584887016, 1729805844, 993013305, 
2.555052105944169, -0.14727319501237934, 0.5382966225514731, 1729805845, 102777484, 
2.5321085293217576, -0.15075955731470392, 0.5355364473101726, 1729805845, 202572290, 
2.5113333999928695, -0.15236628943042727, 0.48437390217853715, 1729805845, 294015603, 
2.48733695143665, -0.1565239968423258, 0.4780700797093579, 1729805845, 393018758, 
2.463033002820935, -0.16132809355058578, 0.49644566649111793, 1729805845, 493613058, 
2.4349883127367535, -0.16563616018688831, 0.5180635746413568, 1729805845, 603460915, 
2.411429612471391, -0.17362856444176655, 0.483774009318534, 1729805845, 692167237, 
2.3849002447007304, -0.17620834863249532, 0.45692649195909074, 1729805845, 793022409, 
2.3552559039073393, -0.17829208727879306, 0.5003941910339056, 1729805845, 902076287, 
2.3276687892163754, -0.18251811997487413, 0.49264592529146756, 1729805846, 2130273, 
2.3023705714649245, -0.18468363288095935, 0.44460782900671314, 1729805846, 93023618, 
2.2739884219879762, -0.18643872046477272, 0.44163203479308116, 1729805846, 194032181, 
2.242520766142669, -0.19065457642483974, 0.4753979612807886, 1729805846, 302177311, 
2.213485688629554, -0.19390937621387497, 0.4666290156998319, 1729805846, 402039330, 
2.1867412479977344, -0.19490205627286517, 0.42257545901722626, 1729805846, 493020985, 
2.1572374187542125, -0.19632260170866064, 0.4174700980952835, 1729805846, 593029357, 
2.1245707395799855, -0.19735927322821176, 0.4527411276898469, 1729805846, 702994396, 
2.0949028390956292, -0.19859990860441248, 0.4448322151388172, 1729805846, 802305996, 
2.0676264871690617, -0.1987007496767079, 0.40035813331864295, 1729805846, 894032297, 
2.037774438986489, -0.19965366904208856, 0.3941473683992424, 1729805846, 993013121, 
2.0041655199830566, -0.2020882495468005, 0.42623019257150496, 1729805847, 103325475, 
1.9742134171262675, -0.20162078193925767, 0.4213089909404717, 1729805847, 203102009, 
1.9469353066643824, -0.20067808411113675, 0.3755633335425435, 1729805847, 293474040, 
1.9168039126450864, -0.20248658142065046, 0.3677208205529509, 1729805847, 392065937, 
1.8835509479422876, -0.20171562909956994, 0.4015616505328029, 1729805847, 503083250, 
1.8530016541416061, -0.2013814954726247, 0.39819518937246484, 1729805847, 603371480, 
1.8257866945926808, -0.20161804120962987, 0.3540104399836679, 1729805847, 694015745, 
1.7954764160372017, -0.20302898067617872, 0.3444847739851899, 1729805847, 792155612, 
1.7619305136760661, -0.20378412401515286, 0.37508966830617857, 1729805847, 903049468, 
1.7311017073247585, -0.2040650834813379, 0.3709729430860217, 1729805848, 2596571, 
1.7038615306035985, -0.2025409944603582, 0.3308305335189135, 1729805848, 94027319, 
1.6734400776039935, -0.20171899451775746, 0.3243001256037196, 1729805848, 193047543, 
1.6399512130097975, -0.20358714512760093, 0.35011907403708076, 1729805848, 303376391, 
1.609235072859842, -0.20339377220695157, 0.3454000283803464, 1729805848, 403544950, 
1.5823263332385806, -0.2024416191211562, 0.30545049536994423, 1729805848, 493037799, 
1.5517978156634047, -0.20178808076200486, 0.299922904004751, 1729805848, 593235140, 
1.5181597763192023, -0.20325649866646311, 0.32636555645268034, 1729805848, 703492854, 
1.4875338996790246, -0.2035410773793848, 0.3197744626935374, 1729805848, 803728871, 
1.4601075447194904, -0.20421383999903284, 0.28215298457054677, 1729805848, 893035315, 
1.4298936437773717, -0.20394150044357925, 0.2749956394269401, 1729805848, 992188107, 
1.3994249026235226, -0.20147475850269836, 0.28712801863430565, 1729805849, 93851004, 
1.365865494030243, -0.20191884363869286, 0.29550207528621414, 1729805849, 203503324, 
1.3383316520163755, -0.20450791265642665, 0.2724829073863439, 1729805849, 293052761, 
1.3076580506032547, -0.20476982450252731, 0.2534369138081956, 1729805849, 393019322, 
1.277380451076845, -0.20313178645563423, 0.2616090506765512, 1729805849, 493091789, 
1.243912676274817, -0.2018745893996893, 0.26866823937156287, 1729805849, 603522063, 
1.216885882037029, -0.20055544032248726, 0.25038595891953136, 1729805849, 694033979, 
1.186060270016613, -0.20330675975241078, 0.23039327866959552, 1729805849, 793049508, 
1.1552766997573793, -0.20566094729374707, 0.2368907287792357, 1729805849, 893760701, 
1.127568640948603, -0.20504195676380524, 0.2199827699616034, 1729805849, 983296342, 
1.0939515855310973, -0.2050192844606139, 0.22460349633963803, 1729805850, 93302013, 
1.0633656169576362, -0.20408851750507917, 0.2296582868805442, 1729805850, 193037226, 
1.0324953101613878, -0.20437939403353841, 0.21314860439853142, 1729805850, 293767028, 
0.9990691845196943, -0.20341199161751397, 0.21743699107608136, 1729805850, 403804820, 
0.9711383746475236, -0.20559401662098423, 0.1994495636173991, 1729805850, 493037058, 
0.94053279289571, -0.20534841773980816, 0.18456990600877338, 1729805850, 594034676, 
0.9100315987230497, -0.20361178720608786, 0.18819907366009395, 1729805850, 693128020, 
0.8764149679309126, -0.20547756604201065, 0.1890846019645615, 1729805850, 802050114, 
0.8490883433161291, -0.20298744661115153, 0.17562331399473852, 1729805850, 893038080, 
0.8185305256326326, -0.20196407652066214, 0.16196501194094365, 1729805850, 993044050, 
0.7879486970958657, -0.2030581458146666, 0.16430351473651356, 1729805851, 93769899, 
0.7544204280264104, -0.20298753893562446, 0.16567949727372802, 1729805851, 203573325, 
0.7270981622330743, -0.2034571374417242, 0.15082711878131122, 1729805851, 293147682, 
0.6963387589907258, -0.2033121112752786, 0.13826027418062628, 1729805851, 394026948, 
0.6625731537753908, -0.20478207977132099, 0.14602076574423553, 1729805851, 503147769, 
0.6319131157381095, -0.20489070486396108, 0.13907031335963865, 1729805851, 603593803, 
0.6044771648809429, -0.20398569985321502, 0.12020189332415453, 1729805851, 693043832, 
0.5739527658580416, -0.2039845359099263, 0.11432487536610278, 1729805851, 793046640, 
0.5434040562230426, -0.2034652022048268, 0.11485202907058735, 1729805851, 893153767, 
0.5096775800744965, -0.20398626680816734, 0.11391272872588395, 1729805852, 3084108, 
0.4820281175104187, -0.2047110317719251, 0.10228728881541499, 1729805852, 93049485, 
0.45121671101190475, -0.20514921894179214, 0.09136857211180635, 1729805852, 193049774, 
0.4177771632702842, -0.20360653143046223, 0.09478268930155781, 1729805852, 303518352, 
0.3885320492642398, -0.19834720363563285, 0.08823985672588641, 1729805852, 403558015, 
0.36343902733782285, -0.19077869017207272, 0.07395043757988723, 1729805852, 493175669, 
0.3377572828387841, -0.1789295782294866, 0.06888143065144266, 1729805852, 593187192, 
0.31030725082873944, -0.16871778800530532, 0.07083594132292582, 1729805852, 703266698, 
0.2873075906973558, -0.15965307909882465, 0.06555554847671698, 1729805852, 803442170, 
0.26739644422727754, -0.1506017838135623, 0.05472058654473431, 1729805852, 893046603, 
0.2476422398439187, -0.1398127513167843, 0.050752241640933185, 1729805852, 993206527, 
0.22746388244474722, -0.12643323148628785, 0.05221909892674134, 1729805853, 104032132, 
0.20989458050752763, -0.11946249685725856, 0.04805808796324569, 1729805853, 203679689, 
