x, y, theta, stamp, 
3.5611510611488484e-06, -4.100908427062677e-06, 4.1014700979914804e-05, 1729805778285371077, 
3.5404457321419613e-06, -4.077066478203051e-06, 4.077623206651301e-05, 1729805778345766916, 
3.5404457321419613e-06, -4.077066478203051e-06, 4.077622042895185e-05, 1729805778394836136, 
3.5404457321419613e-06, -4.077066478203051e-06, 4.077622042895185e-05, 1729805778450726993, 
3.5404457321419613e-06, -4.077066478203051e-06, 4.077622042895185e-05, 1729805778491740094, 
3.5404457321419613e-06, -4.077066478203051e-06, 4.077622042895185e-05, 1729805778540887878, 
3.5404457321419613e-06, -4.077066478203051e-06, 4.077622042895185e-05, 1729805778591658865, 
0.0014527130406349897, 0.00011415845074225217, 0.00256572125830886, 1729805778651405540, 
0.004369845613837242, 0.00028967400430701673, 0.009925799190456382, 1729805778690259217, 
0.011349562555551529, 0.0007497228216379881, 0.025849563904562365, 1729805778749833482, 
0.018896615132689476, 0.0012695208424702287, 0.04338539400267918, 1729805778799863300, 
0.02820061892271042, 0.0023979637771844864, 0.0649863846074329, 1729805778850788178, 
0.03691982105374336, 0.003312624292448163, 0.08525478388487434, 1729805778890827614, 
0.06850457936525345, 0.008078482002019882, 0.15760602301948526, 1729805779010498418, 
0.11056510359048843, 0.016521722078323364, 0.24714445176389713, 1729805779149860301, 
0.14019902050495148, 0.024780364707112312, 0.3176259655138916, 1729805779250725970, 
0.16611802577972412, 0.03410797193646431, 0.37562076609168493, 1729805779339915404, 
0.19406329095363617, 0.04608096182346344, 0.44357958008960513, 1729805779439636503, 
0.22290635108947754, 0.06100057065486908, 0.5176986427983181, 1729805779546806259, 
0.24996837973594666, 0.07746732980012894, 0.5852922900013764, 1729805779650745831, 
0.2721897065639496, 0.09323357790708542, 0.6407834797326567, 1729805779739886343, 
0.29621830582618713, 0.11234192550182343, 0.696690038653396, 1729805779839315945, 
0.321094274520874, 0.13471616804599762, 0.7550084030857716, 1729805779949801741, 
0.3425902724266052, 0.1562938690185547, 0.8048943097240632, 1729805780050729800, 
0.36073893308639526, 0.17668795585632324, 0.8496784399109747, 1729805780139750011, 
0.38037222623825073, 0.2003616988658905, 0.8931325086890515, 1729805780239536905, 
0.4004674553871155, 0.22696512937545776, 0.9247674646512026, 1729805780349800539, 
0.4182671904563904, 0.2520637512207031, 0.9524982719254688, 1729805780450733516, 
0.4335120916366577, 0.27537140250205994, 0.9788316750582517, 1729805780539938494, 
0.4513486921787262, 0.30339834094047546, 1.0052266022290621, 1729805780651374627, 
0.46646782755851746, 0.328494668006897, 1.018765358609551, 1729805780745797946, 
0.4821305274963379, 0.3544832170009613, 1.0252520301789805, 1729805780844800432, 
0.4976264536380768, 0.3803841471672058, 1.0302962343957456, 1729805780943019153, 
0.5143192410469055, 0.4081011712551117, 1.0329028222154826, 1729805781051367686, 
0.5303810238838196, 0.43438223004341125, 1.0281101200189777, 1729805781149851213, 
0.5464581251144409, 0.4601217210292816, 1.0163665139339753, 1729805781250736797, 
0.5611342191696167, 0.48279181122779846, 1.0004387420866976, 1729805781340897927, 
0.5780616402626038, 0.5078156590461731, 0.9814436763018475, 1729805781439436478, 
0.5973732471466064, 0.5350297689437866, 0.959742024949379, 1729805781549957532, 
0.6152494549751282, 0.5594141483306885, 0.9354955344160238, 1729805781650739318, 
0.6225935816764832, 0.5688883066177368, 0.9238184126232173, 1729805781691769479, 
0.6532651782035828, 0.6058930158615112, 0.8712807667700418, 1729805781851445844, 
0.6738628149032593, 0.6286221742630005, 0.8396100334222173, 1729805781949812473, 
0.684122622013092, 0.6396263837814331, 0.8211175792068138, 1729805781999836798, 
0.714187502861023, 0.6693981289863586, 0.7711997938403861, 1729805782139902324, 
