odom_x, odom_y, odom_th, imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.08086206988391095, 0.019431193500852623, 0.04248968185058157, -0.05120264895741835, -0.002429238503277887, -0.04089610350469256, 4.6962197544723805e-11, -0.0008159781288548296, -5.755325527000594e-08, -0.08053228949011754, 0.01944521420341408, 134708000000, 
-0.08086206908275112, 0.019431193191676233, 0.04248968135640939, -0.0440184402014859, 0.02141715732184859, -0.0431636680605288, 1.6923414435541435e-08, -0.001300647881165334, -1.3011526548122047e-05, -0.08040167124348536, 0.019450767503702317, 134742000000, 
-0.08086206184218282, 0.019431193255639224, 0.04248967857099282, -0.08020958395437527, 0.017240593741506674, -0.07025819092512035, 3.432305586605042e-08, -0.0017141290002928196, -2.002361307707128e-05, -0.08031691867190759, 0.019454370807926023, 134776000000, 
-0.08086203800070466, 0.01943119428580982, 0.04248967235136545, -0.056762292889751736, -0.031012260067260784, -0.060213587462137674, -1.3485232796370238e-07, -0.004042852221185927, 3.3355740102749765e-05, -0.07994242689334963, 0.019470291521041256, 134878000000, 
-0.08086206625317334, 0.01943119293713015, 0.04248967238305989, -0.024374697158204055, -0.00232749037030511, -0.033923098019291345, -3.8907875279626014e-08, -0.002472291220738199, 1.5737577738923713e-05, -0.0800563133388871, 0.019465450161463824, 134980000000, 
-0.0808620416077959, 0.019431193197783386, 0.04248966897925716, -0.05183024037766953, -0.025172009518445174, -0.0469962126890266, -8.297580966581965e-08, -0.001670288326961599, 4.9677536702157244e-05, -0.08012570417750552, 0.019462499712366334, 135082000000, 
-0.08086200158318511, 0.019431195159713324, 0.042489662926310186, -0.07391607576192347, -0.0071328882095758085, -0.06666342953575298, -4.0638415473089474e-08, -0.0018528727431934766, 2.1932653293311476e-05, -0.08010342493477238, 0.019463446856570706, 135184000000, 
-0.08086205431789234, 0.019431192044981255, 0.042489661355011976, -0.059358628490040664, -0.040796282583379175, -0.06126882805923774, -1.3649340055879213e-07, -0.002234203443627753, 6.109264621719636e-05, -0.08006437145078815, 0.01946510708383465, 135286000000, 
-0.08086204473019913, 0.01943119267348766, 0.04248965942478368, -0.09123171122475485, -0.023841706197870606, -0.0831518431063422, -1.3304706611132238e-07, -0.002408429276756968, 5.5242255770314654e-05, -0.08004655398754036, 0.01946586444468131, 135388000000, 
-0.08086198266027898, 0.019431195234368804, 0.04248965551729108, -0.07858136698633966, 0.02210591822633309, -0.0797459728882021, 6.915892442672647e-08, -0.0028390368329506404, -2.435999548299234e-05, -0.08000288150519946, 0.019467721599970136, 135490000000, 
