odom_x, odom_y, odom_th, imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
0.036929773994153564, 0.009809127029540803, -0.04828228038567346, -0.06611485308103704, 0.013041617538106984, -0.05286971913251552, 1.3705621436123982e-11, -0.0005377205352517663, -2.548837274683376e-08, 0.037040461514099794, 0.00980377862699434, 102612000000, 
0.036929790399568146, 0.009809126135596423, -0.04828227797456151, -0.04303720773033319, 0.008644406083532685, -0.04559114131234635, 5.124820375687492e-09, -0.0014610732848449768, -3.5075724324336318e-06, 0.03716088532254897, 0.009797959771251075, 102646000000, 
0.036929793440889716, 0.009809125937966989, -0.048282271671564424, -0.06851899899385376, -0.0016295875998071701, -0.06211812746580068, -3.4161749017333434e-09, -0.0043563796654067875, 7.841774969386994e-07, 0.037819839262605445, 0.009766119124057527, 102748000000, 
0.03692977018601202, 0.009809126830445726, -0.048282262187885804, -0.034869258299564415, -0.02598515753983939, -0.04210846219476376, -2.1986663808463998e-07, -0.0026464148128466473, 8.308094294867472e-05, 0.03773945750926195, 0.00977000231573653, 102850000000, 
0.03692981908837148, 0.009809124680320264, -0.04828225463573605, -0.050817720425934756, -0.0057488797735205585, -0.048443923018732446, -6.274453790767746e-08, -0.0018801707707195095, 3.3371722869442435e-05, 0.037685326117581734, 0.009772617795132109, 102952000000, 
0.03692981168456808, 0.00980912436445765, -0.048282248060520554, -0.07876525159053985, 0.021893488890826242, -0.0705987905881452, 4.172847141187546e-08, -0.0019671892527940793, -2.1212230268443568e-05, 0.03770207938830746, 0.009771808151400148, 103054000000, 
0.036929805212705676, 0.009809124496263952, -0.04828223892485561, -0.1151809567856995, -0.0071621910194250285, -0.1031780390573771, -1.2304169578915747e-08, -0.002672344271841433, 4.604260651804907e-06, 0.03777586746437604, 0.009768243159696445, 103156000000, 
0.03692983919584158, 0.009809122980983053, -0.04828223338641175, -0.05486931543019171, 0.0037402597115818873, -0.06774692012076144, 1.9766944390128757e-08, -0.0031887835922037467, -6.1988980495436995e-06, 0.037828167209510016, 0.009765716633590132, 103258000000, 
0.03692980765570198, 0.009809124165310344, -0.04828222424869076, -0.013310464169597677, 0.013661388769169286, -0.027847236263832342, 7.910250030214237e-08, -0.0023566114194544996, -3.356620427497239e-05, 0.037745056634597915, 0.00976973180828374, 103360000000, 
0.03692982312424725, 0.009809123020917528, -0.04828221624923114, -0.033784517379931864, 0.01684437305443456, -0.032163876503649456, 5.35953850590954e-08, -0.0014057129136902805, -3.8126835527459645e-05, 0.037650543425529315, 0.009774297959451025, 103462000000, 
0.03692985143583837, 0.009809121715311167, -0.04828221048174025, -0.054509877613170034, 0.005066935800536551, -0.048493174098549884, 2.1056766978662413e-08, -0.0013612581340000794, -1.5468606910569383e-05, 0.03764640656232591, 0.009774497938914278, 103564000000, 
