odom_x, odom_y, odom_th, imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.10604708290718513, 0.03909818744399496, 0.0004336890362160003, -0.04851930334474439, 0.01695966983419912, -0.03879866683236961, -2.2523674461832952e-10, -0.00039929551725076916, 5.640853325104432e-07, -0.1059632036979439, 0.039098223821490655, 450840000000, 
-0.10604711243470098, 0.03909818979621843, 0.00043370413112562504, -0.0644759491239007, 0.04000508423480073, -0.05761286734664498, 2.6358812103147835e-08, -0.0024011229296998903, -1.0977702048117274e-05, -0.10556140299579875, 0.0390983981001358, 450908000000, 
-0.10604710025722901, 0.03909818180330643, 0.0004337131610038059, -0.0674195225485764, 0.014547661178120274, -0.06463270784170916, 1.0761032422060059e-07, -0.0038091805028811036, -2.825025596429696e-05, -0.10527919424783033, 0.03909852060708975, 451010000000, 
-0.10604704361938073, 0.03909818434906865, 0.0004336954464196397, -0.052842189191781144, 0.011850053278014916, -0.05594119813954701, 1.1142760102985351e-07, -0.002670532261189804, -4.172486610598334e-05, -0.10532548129217367, 0.039098501347795536, 451112000000, 
-0.10604707783277183, 0.039098178906011805, 0.0004337358911133419, -0.050612556450504206, 0.017940236073274652, -0.05199411795288205, 1.0075978597992561e-07, -0.002179125368342744, -4.623863658498679e-05, -0.10535988105609566, 0.03909848707187835, 451214000000, 
-0.10604708122341028, 0.039098181109938714, 0.0004337637376281166, -0.03514191986165882, -0.021566561988376025, -0.03961792530270172, -4.098621364267486e-08, -0.0018738897087083204, 2.187226572204552e-05, -0.10538712930110937, 0.03909847560423884, 451316000000, 
-0.10604702396176813, 0.03909818303384837, 0.00043376447808391523, -0.07957297202264343, 0.012308619163118536, -0.068828997879193, 2.050735787103132e-08, -0.0017835962120267314, -1.149775814321138e-05, -0.10539445235523162, 0.03909847285092386, 451418000000, 
-0.1060470398976385, 0.039098175773986416, 0.00043376319968943083, -0.06232774240304785, 0.0169509104117988, -0.06402150825923116, 5.797331496829638e-08, -0.0022824775997600747, -2.5399291968688022e-05, -0.10534424938786896, 0.039098494004108884, 451520000000, 
-0.10604707566672518, 0.039098168793827236, 0.0004337992452834922, -0.057261613910927815, -0.03671338684786784, -0.05902475720065206, -1.2428045717770515e-07, -0.0022810284061428546, 5.448439696893534e-05, -0.10534394383934423, 0.039098493998694486, 451622000000, 
-0.10604703060180251, 0.03909817230510554, 0.00043379875859080557, -0.06068498438401467, -0.01760285745720932, -0.06019357157850259, -9.746381177878224e-08, -0.002196703865058063, 4.436820698915923e-05, -0.10535204521506059, 0.039098490635699416, 451724000000, 
