x, y, theta, stamp, 
-0.13861045241355896, -0.006599640008062124, 0.4973988894452809, 1729801140294687882, 
-0.13861045241355896, -0.006599640008062124, 0.4973988894452809, 1729801140344797806, 
-0.13861045241355896, -0.006599640008062124, 0.4973988894452809, 1729801140384542121, 
-0.138614222407341, -0.006598233710974455, 0.49736871114610126, 1729801140435635963, 
-0.13683566451072693, -0.005949713755398989, 0.48269275956074637, 1729801140504543684, 
-0.13466978073120117, -0.005153784528374672, 0.45951759335605386, 1729801140544776141, 
-0.13177886605262756, -0.0039146956987679005, 0.41795948998592014, 1729801140595830106, 
-0.12810763716697693, -0.0028735087253153324, 0.3678062525461947, 1729801140644763701, 
-0.12357911467552185, -0.0015663746744394302, 0.3072738824367186, 1729801140694976607, 
-0.1184040829539299, -0.00038503555697388947, 0.23304805758263597, 1729801140744647788, 
-0.11309358477592468, 0.0005465495632961392, 0.16629317252029943, 1729801140784858313, 
-0.10518208146095276, 0.001723404275253415, 0.07226807818285956, 1729801140836018623, 
-0.092213474214077, 0.0013528743293136358, -0.06272350477670506, 1729801140904629147, 
-0.07676150649785995, -0.0006381780840456486, -0.2419513739757498, 1729801140995776327, 
-0.06036229431629181, -0.00650132168084383, -0.4309509842108999, 1729801141094920915, 
-0.046524081379175186, -0.014312930405139923, -0.5969444299040755, 1729801141185039361, 
-0.03011120669543743, -0.028482267633080482, -0.8282043570275751, 1729801141305110938, 
-0.01950625702738762, -0.0416310578584671, -1.0032430964219663, 1729801141395598967, 
-0.0107854213565588, -0.058949097990989685, -1.1901384188392665, 1729801141494183399, 
-0.003860154189169407, -0.08166362345218658, -1.3932122052896265, 1729801141605070148, 
-0.0014757822500541806, -0.10405038297176361, -1.5804279122966676, 1729801141704646776, 
-0.002811076818034053, -0.12536346912384033, -1.7519914675856942, 1729801141795820575, 
-0.007657806854695082, -0.14605680108070374, -1.9078461657476766, 1729801141894980798, 
-0.016099704429507256, -0.16763803362846375, -2.040772005794464, 1729801142004797936, 
-0.02670566365122795, -0.18694321811199188, -2.156072523680095, 1729801142104233377, 
-0.037449587136507034, -0.20272214710712433, -2.2468890058340856, 1729801142194790816, 
-0.0513443723320961, -0.21908284723758698, -2.3320025797453314, 1729801142294761354, 
-0.06512312591075897, -0.2328639030456543, -2.395413859193838, 1729801142384806879, 
-0.08420641720294952, -0.24977269768714905, -2.4596908400874504, 1729801142504705069, 
-0.09937587380409241, -0.261778861284256, -2.4958551724944313, 1729801142595831532, 
